artist,total_days,median_danceability,median_energy,median_loudness,median_speechiness,median_acousticness,median_liveness,median_valence,median_tempo,cluster
Good Gas,2.0,0.949,0.508,-5.939,0.197,0.0872,0.0851,0.325,121.965,8
Joyner Lucas,127.0,0.8079999999999999,0.664,-5.837999999999999,0.17800000000000002,0.234,0.119,0.481,126.096,8
Meghan Trainor,3.0,0.79,0.6094999999999999,-5.0625,0.19235000000000002,0.01675,0.08385000000000001,0.531,153.5265,1
Jordan Davis,98.0,0.507,0.8720000000000001,-4.044,0.0408,0.17504999999999998,0.207,0.577,140.9745,9
Sean Paul,53.0,0.7929999999999999,0.8240000000000001,-3.4760000000000004,0.177,0.006,0.16899999999999998,0.611,98.019,1
Sofia Reyes,33.0,0.778,0.8235,-3.4125,0.065,0.1725,0.0601,0.746,97.517,1
TOTO,191.0,0.6709999999999999,0.373,-18.064,0.0323,0.257,0.0481,0.732,92.717,0
HRVY,14.0,0.755,0.536,-5.605,0.12,0.114,0.0282,0.882,138.969,8
King Princess,117.0,0.6,0.535,-7.042999999999998,0.107,0.648,0.162,0.269,71.91199999999998,7
Dennis Lloyd,191.0,0.5105,0.6705,-6.5945,0.2995,0.08625000000000001,0.2615,0.40615,89.2885,9
Lil Dicky,232.0,0.7245,0.6315,-4.8454999999999995,0.137,0.393,0.10095,0.7155,114.532,8
Ben Platt,2.0,0.349,0.307,-7.197,0.0402,0.8009999999999999,0.0968,0.447,80.964,0
Diplo,326.0,0.618,0.7859999999999999,-5.396,0.0717,0.114,0.205,0.486,98.047,9
Belly,13.0,0.7685,0.7275,-5.0795,0.263,0.2255,0.14975,0.36,115.50900000000001,3
Reik,12.0,0.777,0.782,-4.435,0.0907,0.0505,0.64,0.773,94.023,4
at Wendys,1.0,0.778,0.642,-6.348,0.131,0.114,0.123,0.3670000000000001,151.111,8
Madison Beer,74.0,0.631,0.56,-6.202000000000001,0.0878,0.185,0.0952,0.609,75.363,8
Hayley Kiyoko,1.0,0.633,0.7929999999999999,-4.126,0.055,0.0537,0.16,0.414,103.97,1
Chase Rice,74.0,0.606,0.652,-6.982,0.0281,0.32299999999999995,0.201,0.476,97.155,3
NOTD,74.0,0.6804999999999999,0.7985,-5.3774999999999995,0.061450000000000005,0.07314999999999999,0.11299999999999999,0.6829999999999999,122.4785,1
Florence + The Machine,6.0,0.5329999999999999,0.366,-8.388,0.0339,0.528,0.108,0.219,116.016,0
Louis The Child,67.0,0.6759999999999999,0.6555,-4.258,0.1175,0.14950000000000002,0.201,0.699,124.5175,9
Nio Garcia,303.0,0.903,0.675,-3.445,0.214,0.542,0.0595,0.442,96.507,8
Calum Scott,1.0,0.331,0.235,-7.7,0.0299,0.918,0.13699999999999998,0.218,171.232,0
Juice WRLD,4679.0,0.6645000000000001,0.666,-5.307,0.0844,0.111,0.1355,0.382,148.0195,8
Billie Eilish,5180.0,0.679,0.35100000000000003,-11.265,0.0972,0.737,0.109,0.234,120.02,0
Sugarland,8.0,0.535,0.777,-3.292,0.207,0.0187,0.136,0.664,171.72,1
Anne-Marie,133.0,0.653,0.734,-3.1005,0.10305,0.0437,0.154,0.6795,124.064,1
BURNS,1.0,0.7140000000000001,0.8320000000000001,-4.994,0.139,0.34600000000000003,0.326,0.6659999999999999,100.046,6
Tim Berg,1.0,0.49,0.8109999999999999,-2.524,0.044,0.0896,0.0898,0.547,125.965,1
Seeb,5.0,0.629,0.745,-2.9360000000000004,0.0649,0.147,0.257,0.496,99.995,9
Mason Ramsey,18.0,0.534,0.815,-2.815,0.0278,0.708,0.111,0.564,159.84799999999996,8
Chantel Jeffries,5.0,0.865,0.529,-7.756,0.23,0.769,0.104,0.649,111.982,7
Jess Glynne,25.0,0.565,0.195,-11.144,0.0277,0.965,0.13,0.0815,89.961,5
Ella Mai,391.0,0.628,0.613,-5.148,0.09590000000000001,0.2595,0.163,0.38649999999999995,80.934,3
Arctic Monkeys,11.0,0.584,0.767,-4.57,0.0419,0.0626,0.131,0.6729999999999999,130.189,1
Lil Baby,2540.0,0.8,0.552,-6.591,0.3195,0.0532,0.122,0.356,129.9845,8
Pusha T,78.0,0.6475,0.6875,-3.94,0.1975,0.0417,0.1935,0.2635,90.339,9
The 1975,32.0,0.5535000000000001,0.7104999999999999,-5.748500000000001,0.03465,0.009985,0.10935,0.477,124.6,1
Mac Miller,492.0,0.682,0.503,-8.771,0.13,0.474,0.113,0.336,119.973,7
Kenny Chesney,25.0,0.632,0.804,-6.109,0.0503,0.101,0.17,0.35,92.456,3
KIDS SEE GHOSTS,144.0,0.657,0.5695,-6.7695,0.05450000000000001,0.202,0.14450000000000002,0.322,110.292,8
88rising,16.0,0.701,0.6679999999999999,-7.227,0.0878,0.0175,0.131,0.334,89.986,8
Chelsea Cutler,5.0,0.718,0.253,-9.61,0.0491,0.334,0.15,0.459,100.066,0
Vic Mensa,1.0,0.836,0.703,-4.731,0.106,0.031,0.124,0.211,144.959,1
Loud Luxury,179.0,0.752,0.7635000000000001,-4.396,0.038849999999999996,0.0493,0.0568,0.5875,121.975,1
BLACKPINK,62.0,0.7044999999999999,0.8600000000000001,-4.0315,0.16015,0.17615,0.29600000000000004,0.4845,135.9525,9
Nas,28.0,0.569,0.7170000000000001,-5.107,0.331,0.0916,0.254,0.341,92.401,9
The Carters,110.0,0.7275,0.571,-6.4254999999999995,0.16745,0.1285,0.17099999999999999,0.388,141.96549999999996,3
Ski Mask The Slump God,676.0,0.8714999999999999,0.525,-10.001000000000001,0.2635,0.112,0.122,0.6105,128.9385,7
Ronny J,1.0,0.698,0.731,-3.46,0.15,0.0521,0.122,0.312,157.035,1
Bass Santana,5.0,0.823,0.514,-7.758999999999999,0.271,0.552,0.11,0.703,129.997,7
Alec Benjamin,163.0,0.653,0.565,-6.204,0.0572,0.74,0.124,0.483,150.07299999999995,7
Queen Naija,1.0,0.5920000000000001,0.5710000000000001,-7.1320000000000014,0.174,0.172,0.106,0.424,104.95,8
Rodney Atkins,5.0,0.603,0.852,-5.166,0.0463,0.0137,0.513,0.655,124.091,6
OMI,1.0,0.78,0.68,-6.081,0.0305,0.141,0.138,0.594,118.026,8
Years & Years,18.0,0.753,0.6255,-6.6175,0.11499999999999999,0.1001,0.1883,0.527,104.529,3
Rusted Root,1.0,0.5,0.6809999999999999,-9.556,0.0672,0.114,0.139,0.745,119.46,7
Nico & Vinz,1.0,0.7290000000000001,0.675,-6.002999999999999,0.0312,0.175,0.55,0.779,119.968,4
LEN,1.0,0.413,0.8290000000000001,-11.111,0.529,0.394,0.108,0.677,191.477,7
Natalie Cole,1.0,0.685,0.623,-11.146,0.042,0.228,0.0295,0.8959999999999999,126.739,7
Jake Owen,4.0,0.604,0.868,-3.539,0.0445,0.086,0.0502,0.5529999999999999,94.058,1
benny blanco,948.0,0.612,0.617,-7.089,0.16399999999999998,0.168,0.124,0.525,122.994,8
Fabolous,1.0,0.77,0.607,-6.102,0.3720000000000001,0.659,0.159,0.747,150.006,3
Noah Schnacky,1.0,0.504,0.472,-6.925,0.0404,0.54,0.306,0.313,73.521,2
Dynoro,73.0,0.6940000000000001,0.77,-5.335,0.149,0.17600000000000002,0.118,0.163,125.905,8
Denzel Curry,17.0,0.75,0.638,-6.695,0.1112,0.07465000000000001,0.36,0.5635,120.03800000000001,6
RL Grime,1.0,0.49,0.629,-4.072,0.0399,0.0732,0.0957,0.3,74.967,8
DJ Durel,7.0,0.918,0.632,-6.979,0.278,0.0236,0.378,0.396,92.011,6
Sheck Wes,421.0,0.7290000000000001,0.625,-5.266,0.0315,0.194,0.248,0.261,146.034,9
YBN Cordae,37.0,0.732,0.608,-6.019,0.301,0.0806,0.127,0.276,138.024,8
Dean Lewis,438.0,0.583,0.6625000000000001,-6.3985,0.03365,0.6115,0.11515,0.5775,115.82499999999999,7
Robyn,1.0,0.7020000000000001,0.6659999999999999,-8.307,0.0463,0.0472,0.139,0.109,119.93,8
Quavo,279.0,0.857,0.657,-5.924,0.273,0.114,0.126,0.496,143.03799999999995,1
Kris Kross Amsterdam,41.0,0.7340000000000001,0.765,-5.562,0.0621,0.151,0.231,0.518,109.989,9
Flipp Dinero,503.0,0.8089999999999999,0.6890000000000001,-3.9935,0.14855,0.1045,0.214,0.7749999999999999,134.989,9
Social House,64.0,0.769,0.479,-5.339,0.0385,0.66,0.0914,0.8029999999999999,96.051,7
Bryce Vine,194.0,0.766,0.5235,-6.0055,0.057050000000000003,0.3405,0.162,0.3385,124.96900000000001,3
Death Cab for Cutie,1.0,0.514,0.95,-3.807,0.0298,0.00575,0.134,0.665,137.975,1
Lil Mosey,969.0,0.747,0.643,-7.539,0.0674,0.261,0.116,0.653,96.003,8
lovelytheband,29.0,0.6659999999999999,0.728,-5.808,0.0419,0.00175,0.0429,0.51,122.996,1
Bas,8.0,0.755,0.594,-5.9060000000000015,0.21600000000000005,0.241,0.107,0.237,178.929,8
Why Don't We,128.0,0.693,0.58,-5.4220000000000015,0.0433,0.0687,0.0928,0.368,115.036,8
Paul Rosenberg,19.0,0.636,0.335,-13.327,0.966,0.993,0.342,0.561,161.68,2
Silk City,56.0,0.588,0.67,-6.439,0.0473,0.0104,0.338,0.505,118.159,6
$uicideBoy$,7.0,0.736,0.579,-8.642000000000001,0.2,0.0244,0.208,0.384,112.01,3
Lauren Daigle,54.0,0.486,0.632,-6.89,0.0344,0.682,0.0869,0.0791,147.892,7
Mumford & Sons,7.0,0.499,0.742,-7.4704999999999995,0.044700000000000004,0.034195,0.10345,0.306,145.9815,8
YNW Melly,1221.0,0.782,0.495,-7.968,0.247,0.145,0.11,0.623,145.939,8
Pardison Fontaine,9.0,0.7959999999999999,0.68,-4.853,0.353,0.0886,0.268,0.565,164.93200000000004,9
Juicy J,5.0,0.921,0.748,-5.093,0.13,0.00908,0.0798,0.8009999999999999,139.97899999999998,1
Ava Max,331.0,0.7005000000000001,0.6799999999999999,-4.697,0.04555,0.07139999999999999,0.2595,0.6174999999999999,131.5455,9
Gunna,256.0,0.84,0.557,-7.148,0.21,0.113,0.102,0.435,135.03,8
Anderson .Paak,30.0,0.6759999999999999,0.654,-7.672999999999999,0.123,0.0344,0.132,0.509,103.288,8
T.I.,3.0,0.713,0.825,-5.25,0.28800000000000003,0.0925,0.58,0.742,127.95,4
Avril Lavigne,14.0,0.6525,0.773,-5.016500000000001,0.07544999999999999,0.0886,0.11199999999999999,0.595,119.969,1
Bradley Cooper,1.0,0.6990000000000001,0.282,-7.65,0.0374,0.7979999999999999,0.0981,0.359,79.77600000000002,0
Normani,108.0,0.599,0.624,-3.967,0.103,0.0944,0.114,0.762,116.046,1
Takeoff,79.0,0.8445,0.6174999999999999,-7.322000000000001,0.2145,0.11299999999999999,0.1345,0.3395,140.0275,8
Marilyn Manson,2.0,0.483,0.9495,-6.359,0.1835,0.11599999999999999,0.09425,0.329,168.18849999999998,1
John Carpenter,2.0,0.636,0.466,-15.534,0.0317,0.134,0.156,0.29600000000000004,136.20600000000002,0
M83,2.0,0.526,0.7120000000000001,-6.525,0.0356,0.0161,0.179,0.32,105.009,3
Duran Duran,2.0,0.691,0.812,-7.772,0.0558,0.0433,0.299,0.685,127.568,9
Moneybagg Yo,36.0,0.8490000000000001,0.845,-5.0680000000000005,0.233,0.0266,0.104,0.617,144.07299999999995,1
Mitchell Tenpenny,16.0,0.499,0.797,-3.77,0.0554,0.199,0.0933,0.408,176.024,1
K/DA,11.0,0.5660000000000001,0.769,-4.342,0.0872,0.0183,0.108,0.385,170.03599999999997,1
Comethazine,129.0,0.813,0.586,-9.762,0.273,0.08900000000000001,0.238,0.7440000000000001,160.043,3
JID,14.0,0.6884999999999999,0.823,-4.728,0.3245,0.0419,0.1895,0.43900000000000006,88.104,9
Earl Sweatshirt,11.0,0.5035000000000001,0.714,-5.0685,0.277,0.10705,0.395,0.577,126.53299999999999,6
City Girls,292.0,0.7879999999999999,0.638,-4.713,0.189,0.121,0.166,0.481,97.075,3
JENNIE,2.0,0.7509999999999999,0.642,-5.165,0.087,0.0861,0.0953,0.388,95.045,8
Stan Kenton,18.0,0.534,0.211,-12.715,0.0247,0.464,0.132,0.193,93.236,0
Peter Manos,20.0,0.499,0.181,-15.359000000000002,0.0429,0.745,0.106,0.0747,111.956,5
Gwen Stefani,11.0,0.635,0.87,-4.291,0.04,0.0156,0.118,0.912,93.0,1
Kylie Minogue,5.0,0.685,0.391,-7.183,0.0435,0.7440000000000001,0.142,0.443,87.101,0
Ella Fitzgerald,11.0,0.5435,0.39449999999999996,-10.021,0.0518,0.7484999999999999,0.21700000000000003,0.74,115.7875,0
Donny Hathaway,14.0,0.634,0.645,-9.2,0.0376,0.292,0.246,0.677,93.05,3
Shakin' Stevens,4.0,0.5595,0.8545,-3.4665,0.0434,0.184,0.222,0.8945,95.39649999999999,9
Leona Lewis,5.0,0.6409999999999999,0.794,-4.9060000000000015,0.0369,0.4970000000000001,0.329,0.767,112.994,6
Johnny Mathis,2.0,0.605,0.664,-8.95,0.0274,0.698,0.121,0.8859999999999999,103.178,7
Nina Nesbitt,3.0,0.324,0.197,-10.191,0.0337,0.8009999999999999,0.115,0.338,178.893,0
Jessie J,3.0,0.626,0.6759999999999999,-3.178,0.0739,0.608,0.493,0.684,140.67700000000002,6
Train,3.0,0.458,0.831,-2.187,0.0654,0.0031,0.337,0.5720000000000001,81.531,6
Céline Dion,2.0,0.343,0.6,-5.254,0.0302,0.451,0.279,0.158,172.044,2
Backstreet Boys,3.0,0.6195,0.687,-5.759500000000001,0.025,0.1915,0.09985,0.482,121.55249999999998,8
Jordan Smith,2.0,0.327,0.223,-8.975,0.0336,0.932,0.192,0.172,109.568,5
Hannah Kerr,2.0,0.6759999999999999,0.412,-7.97,0.0347,0.7959999999999999,0.139,0.47,124.891,0
Norah Jones,1.0,0.475,0.068,-20.032,0.0319,0.893,0.105,0.266,95.165,5
SHAED,158.0,0.619,0.459,-5.782,0.0334,0.56,0.13699999999999998,0.498,126.803,7
Calboy,436.0,0.74,0.488,-7.664,0.27,0.234,0.241,0.584,149.042,3
Pedro Capó,106.0,0.826,0.773,-4.218,0.0524,0.32299999999999995,0.14300000000000002,0.7609999999999999,126.899,1
Bring Me The Horizon,2.0,0.6065,0.865,-3.9335,0.0362,0.011765,0.20245000000000002,0.46599999999999997,102.0235,9
Anuel AA,269.0,0.768,0.8,-3.3985000000000003,0.1061,0.3325,0.0891,0.653,93.613,1
Blueface,390.0,0.8895,0.617,-8.107,0.2745,0.053200000000000004,0.1225,0.4975,105.5495,8
Shoreline Mafia,21.0,0.9,0.385,-12.189,0.435,0.371,0.142,0.488,99.964,0
Jeremy Zucker,110.0,0.7805,0.1705,-13.545,0.05735,0.76,0.2595,0.621,98.055,5
Gesaffelstein,42.0,0.6579999999999999,0.6709999999999999,-12.21,0.0363,0.0933,0.115,0.166,100.966,7
Lauren Jauregui,1.0,0.595,0.442,-12.899,0.282,0.0709,0.139,0.297,48.702,0
James Blake,8.0,0.754,0.37,-9.854,0.12,0.403,0.107,0.228,114.941,0
Paulo Londra,1.0,0.767,0.7090000000000001,-4.47,0.336,0.32299999999999995,0.0676,0.72,171.993,1
Cooliecut,1.0,0.722,0.654,-7.115,0.0279,0.65,0.13699999999999998,0.55,119.93,7
Corey,1.0,0.445,0.442,-21.102,0.795,0.762,0.369,0.254,82.729,5
Kid Trunks,1.0,0.856,0.393,-7.348,0.457,0.0304,0.0959,0.119,161.984,8
Flyboy Tarantino,2.0,0.6955,0.42650000000000005,-10.4205,0.0527,0.6515,0.10155,0.623,109.0455,0
Tankhead,1.0,0.772,0.638,-5.122000000000001,0.34700000000000003,0.0515,0.392,0.47,145.023,6
Vampire Weekend,16.0,0.653,0.457,-7.057,0.0568,0.266,0.0992,0.579,119.968,7
Boogie,1.0,0.866,0.51,-6.254,0.256,0.0146,0.107,0.171,106.949,8
Dominic Fike,99.0,0.815,0.518,-6.5939999999999985,0.0897,0.223,0.104,0.877,151.891,8
Lewis Capaldi,594.0,0.505,0.35650000000000004,-6.754499999999999,0.0475,0.8484999999999999,0.0982,0.3095,111.5415,0
Lennon Stella,3.0,0.6890000000000001,0.679,-5.893,0.0517,0.195,0.224,0.475,149.972,3
Mabel,147.0,0.648,0.8384999999999999,-2.926,0.15949999999999998,0.48150000000000004,0.09265,0.427,148.3495,1
Kacey Musgraves,21.0,0.555,0.429,-7.697,0.0306,0.718,0.107,0.349,130.36700000000002,0
Alicia Keys,2.0,0.5700000000000001,0.46799999999999997,-7.2995,0.074,0.525,0.08715,0.3435,123.8865,7
YUNGBLUD,36.0,0.4675,0.819,-4.522,0.1295,0.010239999999999999,0.1475,0.4215,160.0425,1
Netsky,1.0,0.7090000000000001,0.784,-3.182,0.1,0.23,0.147,0.584,97.007,1
Quinn XCII,1.0,0.605,0.73,-7.871,0.0425,0.087,0.187,0.263,130.025,3
Summer Walker,222.0,0.6479999999999999,0.4370000000000001,-6.681500000000001,0.10464999999999999,0.34650000000000003,0.111,0.28250000000000003,105.447,7
Jonas Brothers,775.0,0.725,0.598,-6.039,0.0588,0.0369,0.11,0.61,118.051,8
Solange,16.0,0.6625,0.4135,-7.3385,0.052750000000000005,0.5235000000000001,0.164,0.368,104.89,7
Lil Nas X,1033.0,0.7280000000000001,0.589,-5.805,0.09145,0.07865,0.1175,0.5675,138.068,8
YK Osiris,221.0,0.7490000000000001,0.535,-4.0539999999999985,0.0638,0.517,0.0942,0.459,124.008,8
TOMORROW X TOGETHER,1.0,0.622,0.8,-5.819,0.0425,0.0505,0.0619,0.58,110.977,1
The Black Keys,3.0,0.505,0.679,-7.296,0.0321,0.0151,0.0962,0.565,122.016,8
FLETCHER,44.0,0.613,0.579,-6.484,0.0833,0.489,0.126,0.551,91.863,7
Roddy Ricch,674.0,0.7785,0.5914999999999999,-8.063500000000001,0.2635,0.086,0.18,0.4595,130.00150000000002,3
NLE Choppa,674.0,0.7809999999999999,0.627,-5.257999999999999,0.233,0.0849,0.124,0.555,120.08,1
Tame Impala,307.0,0.609,0.7925,-5.444,0.03615,0.027,0.16949999999999998,0.5680000000000001,116.4125,1
Jacquees,1.0,0.51,0.624,-5.977,0.16,0.0105,0.102,0.575,196.05900000000003,8
Lizzo,893.0,0.715,0.722,-3.0460000000000003,0.11,0.0573,0.358,0.588,119.93,6
Polo G,456.0,0.775,0.664,-6.3995,0.33099999999999996,0.123,0.07135,0.46349999999999997,139.124,8
ROSALÍA,63.0,0.831,0.724,-3.6595,0.1745,0.42600000000000005,0.09655000000000001,0.6625,94.9575,1
Cage The Elephant,1.0,0.602,0.946,-2.298,0.0654,0.066,0.388,0.58,141.925,6
DaBaby,1548.0,0.836,0.6745000000000001,-5.060500000000001,0.294,0.0676,0.128,0.7024999999999999,128.3715,1
Tom Walker,3.0,0.5670000000000001,0.696,-5.416,0.301,0.456,0.113,0.544,92.061,8
Aventura,2.0,0.77,0.775,-4.65,0.0349,0.17800000000000002,0.0651,0.848,124.015,1
Madonna,1.0,0.8140000000000001,0.6829999999999999,-7.091,0.304,0.0596,0.6709999999999999,0.473,91.963,4
DJ Luian,26.0,0.857,0.647,-4.152,0.0984,0.391,0.0842,0.5529999999999999,95.982,8
Kina,50.0,0.498,0.235,-16.541,0.188,0.72,0.14400000000000002,0.0895,118.917,5
Kevin Abstract,1.0,0.6459999999999999,0.6809999999999999,-5.847,0.0764,0.6829999999999999,0.107,0.421,131.89600000000002,7
Bastille,1.0,0.555,0.923,-4.748,0.161,0.197,0.0778,0.363,118.007,1
MEDUZA,44.0,0.6375,0.635,-7.7325,0.035500000000000004,0.0847,0.10700000000000001,0.5800000000000001,124.0075,8
Jhené Aiko,122.0,0.511,0.451,-10.424,0.153,0.5720000000000001,0.13699999999999998,0.35,106.029,0
blink-182,9.0,0.513,0.918,-4.096,0.0836,0.00797,0.124,0.607,155.11,1
Lunay,160.0,0.795,0.7829999999999999,-4.271,0.0432,0.361,0.4370000000000001,0.8,92.016,6
ILLENIUM,53.0,0.46699999999999997,0.775,-4.736000000000001,0.0458,0.02955,0.11599999999999999,0.2545,110.0445,1
Slipknot,6.0,0.38150000000000006,0.9524999999999999,-3.016,0.08335000000000001,0.000292,0.1335,0.359,133.75900000000001,1
Megan Thee Stallion,404.0,0.853,0.736,-4.736000000000001,0.2965,0.0235,0.1725,0.548,147.0095,1
Sech,138.0,0.725,0.79,-2.331,0.197,0.0711,0.0602,0.763,175.988,1
Lee Brice,83.0,0.655,0.56,-6.857,0.0486,0.7490000000000001,0.115,0.599,140.975,7
Lil Tecca,923.0,0.7170000000000001,0.5920000000000001,-7.146,0.266,0.0608,0.111,0.434,140.001,8
Eli Young Band,35.0,0.6,0.851,-4.645,0.0388,0.00566,0.0891,0.727,98.007,1
Herve Pagez,1.0,0.8370000000000001,0.818,-4.474,0.0533,0.0527,0.11,0.484,109.993,1
Jhay Cortez,177.0,0.8059999999999999,0.7859999999999999,-3.831,0.0741,0.145,0.0935,0.58,91.973,1
Dreamville,329.0,0.671,0.6595,-6.1705000000000005,0.364,0.2935,0.1565,0.391,132.51,3
Blanco Brown,117.0,0.847,0.6779999999999999,-8.635,0.109,0.0669,0.274,0.8109999999999999,97.984,9
Shordie Shordie,53.0,0.762,0.383,-10.098,0.202,0.349,0.127,0.44,92.947,7
Ali Gatie,357.0,0.605,0.463,-6.972,0.0287,0.374,0.145,0.224,95.971,7
Free Nationals,1.0,0.46,0.7709999999999999,-7.087999999999999,0.328,0.518,0.0774,0.29600000000000004,88.83,7
Ashley O,52.0,0.737,0.81,-6.354,0.0896,0.077,0.0523,0.387,125.005,1
Y2K,291.0,0.843,0.391,-7.899,0.0845,0.181,0.13699999999999998,0.496,129.972,7
Sam Feldt,124.0,0.59,0.642,-3.87,0.122,0.0771,0.105,0.6509999999999999,107.356,1
88-Keys,6.0,0.525,0.774,-4.532,0.241,0.24,0.495,0.526,154.192,6
E-40,1.0,0.893,0.7759999999999999,-5.356,0.293,0.00607,0.103,0.229,91.987,1
Sebastian Yatra,1.0,0.777,0.848,-3.326,0.0508,0.0323,0.0745,0.96,150.013,1
WILLOW,1.0,0.764,0.705,-5.279,0.0278,0.0371,0.0943,0.672,101.003,1
Don McLean,2.0,0.531,0.481,-11.709,0.06,0.6990000000000001,0.0842,0.491,138.45,0
Saweetie,175.0,0.899,0.8109999999999999,-6.294,0.258,0.000677,0.0672,0.5870000000000001,105.038,1
John Mellencamp,1.0,0.8109999999999999,0.41,-8.214,0.0392,0.0365,0.0799,0.625,103.94,8
Ambjaay,91.0,0.978,0.477,-8.158999999999999,0.155,0.000143,0.133,0.196,110.002,8
iann dior,48.0,0.6859999999999999,0.7915000000000001,-6.2755,0.027549999999999998,0.436,0.20735,0.6375,109.4735,3
Blue Ivy,14.0,0.603,0.602,-7.082999999999998,0.23,0.049,0.279,0.595,119.703,9
Oliver Tree,7.0,0.6365,0.6375,-5.4625,0.0738,0.06175,0.21,0.579,145.04299999999998,9
Tones And I,301.0,0.7559999999999999,0.5539999999999999,-5.624,0.037000000000000005,0.43,0.158,0.513,98.027,3
Lil Durk,1.0,0.87,0.7090000000000001,-4.684,0.235,0.0186,0.107,0.129,138.01,1
TOOL,30.0,0.35250000000000004,0.6415,-9.235499999999998,0.0403,0.00183,0.1095,0.189,132.297,7
Clairo,1.0,0.759,0.436,-11.233,0.0419,0.33,0.102,0.782,94.03,0
Tyler Childers,1.0,0.508,0.725,-7.2029999999999985,0.0398,0.524,0.479,0.916,166.872,6
Labrinth,23.0,0.348,0.652,-7.145,0.0931,0.0165,0.33,0.172,70.956,2
SiR,7.0,0.7929999999999999,0.49,-10.984000000000002,0.285,0.25,0.4320000000000001,0.468,120.099,2
Lil Tjay,348.0,0.7135,0.6085,-7.8485,0.22399999999999998,0.246,0.07955000000000001,0.4435,121.049,8
Swae Lee,18.0,0.8440000000000001,0.45400000000000007,-9.443999999999999,0.1285,0.027895000000000003,0.1185,0.258,148.988,7
Doja Cat,427.0,0.7859999999999999,0.657,-5.457000000000002,0.116,0.24,0.0967,0.575,125.989,8
Tainy,7.0,0.7340000000000001,0.836,-4.803,0.0735,0.017,0.179,0.623,80.002,1
Missy Elliott,1.0,0.8540000000000001,0.637,-5.877000000000002,0.218,0.0033200000000000005,0.103,0.509,158.015,1
Melanie Martinez,54.0,0.664,0.655,-6.653,0.0949,0.42,0.174,0.563,95.947,3
Grimes,1.0,0.5329999999999999,0.9,-4.974,0.0498,0.0014,0.127,0.0774,99.99,1
Major Lazer,43.0,0.6579999999999999,0.765,-7.002000000000002,0.0536,0.0471,0.0936,0.378,119.974,8
FKA twigs,2.0,0.484,0.5235,-9.113,0.14400000000000002,0.5875,0.1023,0.1975,148.2885,0
Rex Orange County,16.0,0.6100000000000001,0.42200000000000004,-7.730499999999999,0.05035,0.6495000000000001,0.11499999999999999,0.32699999999999996,126.02250000000001,0
24kGoldn,238.0,0.7164999999999999,0.629,-4.917,0.11415,0.12050000000000001,0.09975,0.6235,135.5245,1
Regard,77.0,0.88,0.7509999999999999,-4.258,0.0874,0.177,0.106,0.884,117.948,1
Gang Starr,2.0,0.72,0.768,-3.804,0.285,0.17600000000000002,0.118,0.7090000000000001,90.173,1
TWICE,2.0,0.7090000000000001,0.959,-1.339,0.0603,0.0296,0.107,0.644,128.983,1
j-hope,1.0,0.826,0.8170000000000001,-4.081,0.0921,0.00502,0.294,0.168,97.053,9
Ashnikko,22.0,0.772,0.637,-6.881,0.114,0.00459,0.0778,0.54,149.906,8
Dermot Kennedy,4.0,0.614,0.684,-5.79,0.157,0.247,0.0976,0.258,156.85,8
Internet Money,103.0,0.63,0.6709999999999999,-6.659,0.256,0.363,0.113,0.333,89.921,8
Arizona Zervas,238.0,0.7215,0.588,-5.783,0.1207,0.0826,0.28300000000000003,0.5365,108.411,9
Black Eyed Peas,120.0,0.721,0.716,-7.037000000000001,0.0657,0.0334,0.237,0.667,104.994,9
Kaash Paige,8.0,0.6409999999999999,0.355,-10.599,0.0906,0.831,0.11,0.453,120.032,0
Little Nell,1.0,0.387,0.665,-11.323,0.225,0.145,0.092,0.541,174.896,7
Screamin' Jay Hawkins,1.0,0.733,0.399,-12.086,0.094,0.59,0.0766,0.9,173.78099999999995,0
Ant Saunders,104.0,0.866,0.438,-8.943,0.0719,0.177,0.0743,0.695,129.039,7
JP Saxe,150.0,0.464,0.473,-10.086,0.129,0.866,0.109,0.604,75.801,0
KAROL G,146.0,0.8029999999999999,0.715,-3.28,0.298,0.295,0.0574,0.574,101.085,1
Trevor Daniel,153.0,0.784,0.43,-8.756,0.0364,0.123,0.0887,0.236,127.087,7
Glass Animals,1.0,0.708,0.496,-8.175,0.0496,0.0816,0.102,0.412,128.914,8
Rod Wave,116.0,0.6759999999999999,0.532,-10.65,0.14800000000000002,0.253,0.104,0.397,117.994,7
Stormzy,6.0,0.8170000000000001,0.7809999999999999,-4.178,0.112,0.00838,0.123,0.359,104.0,1
Idina Menzel,122.0,0.32199999999999995,0.41700000000000004,-7.803,0.035750000000000004,0.7865000000000001,0.0993,0.224,134.26149999999998,0
Jonathan Groff,8.0,0.366,0.478,-6.972,0.0277,0.695,0.124,0.293,149.30700000000004,0
Stunna 4 Vegas,59.0,0.893,0.6679999999999999,-7.01,0.41700000000000004,0.0359,0.16699999999999998,0.789,138.9555,3
Don Toliver,219.0,0.703,0.655,-6.226,0.0642,0.253,0.129,0.414,140.047,8
Kristen Bell,5.0,0.5660000000000001,0.5429999999999999,-4.485,0.0314,0.613,0.106,0.299,89.93700000000003,7
Josh Gad,2.0,0.73,0.326,-7.001,0.26,0.705,0.103,0.434,116.893,0
Conan Gray,134.0,0.628,0.639,-5.46,0.0435,0.0178,0.17,0.493,108.045,3
TOKYO’S REVENGE,119.0,0.907,0.539,-7.782,0.36,0.0408,0.253,0.664,124.918,9
