,rank,date,artist,title,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,days
143970,187,2018-12-24,Nat King Cole,The Happiest Christmas Tree,"304,446",0.499,0.456,0.0,-11.527999999999999,1.0,0.4,0.753,0.0,0.861,0.94,205.882,spotify:track:5aJP0MZjb8LtPAT5WicCZm,103747.0,4.0,3.0
143973,190,2018-12-24,Nina Nesbitt,Oh Holy Night,"298,689",0.324,0.19699999999999998,8.0,-10.191,1.0,0.0337,0.8009999999999999,0.0,0.115,0.33799999999999997,178.893,spotify:track:0yS8P7DFNEBYQ5yHadM5z0,227887.0,3.0,3.0
143978,195,2018-12-24,Jessie J,Man With The Bag,"294,365",0.626,0.6759999999999999,7.0,-3.178,1.0,0.0739,0.608,0.0,0.493,0.684,140.67700000000002,spotify:track:2Ysi49tRdVH74d1Cnc4o94,163560.0,4.0,3.0
143979,196,2018-12-24,Bad Bunny,Ser Bichote,"294,112",0.785,0.626,4.0,-8.03,0.0,0.0675,0.158,4.6e-06,0.18100000000000002,0.183,154.946,spotify:track:4UEuIEv9Wc3wtiWUplGJ7q,193211.0,4.0,1.0
143981,198,2018-12-24,Ella Fitzgerald,Frosty The Snowman,"293,850",0.579,0.502,8.0,-7.57,1.0,0.0513,0.733,0.0,0.281,0.836,76.816,spotify:track:65irrLqfCMRiO3p87P4C0D,131733.0,4.0,4.0
144096,113,2018-12-25,Bing Crosby,God Rest Ye Merry Gentlemen,"447,796",0.466,0.213,0.0,-12.009,0.0,0.0448,0.9840000000000001,9.58e-05,0.428,0.693,97.075,spotify:track:6Uekkm0MOVT4WznQy0ktVR,137267.0,3.0,3.0
144103,120,2018-12-25,Lou Monte,Dominick the Donkey (The Italian Christmas Donkey),"426,724",0.807,0.473,8.0,-11.383,1.0,0.047,0.68,0.0,0.179,0.963,113.23700000000001,spotify:track:4EjOn21ToBHzjVnd6rqSyr,150747.0,4.0,3.0
144118,135,2018-12-25,Mariah Carey,O Holy Night,"395,650",0.36200000000000004,0.505,4.0,-7.207999999999999,1.0,0.0287,0.36700000000000005,6.46e-06,0.154,0.192,174.06599999999997,spotify:track:3B7FO3kJ5kv3mX7yiaB7sT,266933.0,3.0,3.0
144119,136,2018-12-25,Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),"395,154",0.573,0.235,2.0,-16.982,1.0,0.0426,0.968,0.0198,0.105,0.8340000000000001,79.578,spotify:track:7n7VsX3sv66znBwA8b5uhp,115827.0,4.0,3.0
144136,153,2018-12-25,John Legend,Bring Me Love,"360,319",0.506,0.86,2.0,-6.276,1.0,0.425,0.198,0.0,0.125,0.5820000000000001,191.511,spotify:track:5MknXpAUgINT11lxoobaJK,199547.0,4.0,2.0
144141,158,2018-12-25,Train,Shake Up Christmas,"350,455",0.45799999999999996,0.831,0.0,-2.187,1.0,0.0654,0.0031,0.0,0.337,0.5720000000000001,81.531,spotify:track:1NghHeg0wE32eBYrQBVQXL,232213.0,4.0,3.0
144144,161,2018-12-25,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire),"347,296",0.265,0.436,9.0,-9.542,0.0,0.0411,0.45,0.0,0.102,0.159,69.047,spotify:track:3eYnKe0LhQA1B5HEkQaRTP,215160.0,4.0,3.0
144149,166,2018-12-25,Céline Dion,Happy Xmas (War Is Over),"337,702",0.34299999999999997,0.6,3.0,-5.254,1.0,0.0302,0.451,0.0,0.27899999999999997,0.158,172.044,spotify:track:3zZqro4MGeFOR40HxFEPlv,254707.0,4.0,2.0
144152,169,2018-12-25,Backstreet Boys,Christmas Time,"328,634",0.55,0.672,7.0,-5.877000000000001,1.0,0.0239,0.16699999999999998,0.0,0.0407,0.48,144.07399999999998,spotify:track:1bIFv1yGWPC4wH4qcSWdzO,255320.0,4.0,2.0
144168,185,2018-12-25,Miley Cyrus,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),"299,005",0.284,0.637,9.0,-4.893,1.0,0.0486,0.0626,0.0,0.371,0.19699999999999998,92.045,spotify:track:5KHzV8Gf3aweIMImliFAOs,220589.0,4.0,1.0
144170,187,2018-12-25,Jordan Smith,Grown-Up Christmas List,"295,015",0.327,0.223,7.0,-8.975,0.0,0.0336,0.932,0.0,0.192,0.172,109.568,spotify:track:1h9QQ7e222OSr93MRiMqGZ,211453.0,4.0,2.0
144171,188,2018-12-25,Hannah Kerr,Winter Wonderland,"290,059",0.6759999999999999,0.41200000000000003,8.0,-7.97,1.0,0.0347,0.7959999999999999,0.0,0.139,0.47,124.891,spotify:track:6KsFSrVS3DwG4xNAPQvznC,157600.0,4.0,2.0
144172,189,2018-12-25,Brett Eldredge,A Holly Jolly Christmas,"289,838",0.6809999999999999,0.474,7.0,-8.623,0.0,0.0423,0.621,1.24e-06,0.13699999999999998,0.7,71.957,spotify:track:1GpPsjjd4D1jsteGYpGGIN,142840.0,4.0,2.0
144173,190,2018-12-25,Brett Eldredge,Christmas Time Is Here,"287,714",0.369,0.3,0.0,-11.994000000000002,1.0,0.0317,0.9209999999999999,0.000718,0.168,0.24,75.745,spotify:track:1moEucbMhmAK6KVPoNw6ms,210907.0,3.0,2.0
144175,192,2018-12-25,Norah Jones,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,"286,140",0.475,0.068,0.0,-20.032,1.0,0.0319,0.893,0.00216,0.105,0.266,95.165,spotify:track:5DoGwwQAlYumpSSlDNMOwY,192421.0,3.0,1.0
144177,194,2018-12-25,Why Don't We,Feliz Navidad - Recorded at Spotify Studios NYC,"282,913",0.725,0.58,11.0,-5.422000000000001,0.0,0.0433,0.225,0.0,0.0779,0.66,133.974,spotify:track:4uqRDeCgXPLQFYqA5uf5Tr,148086.0,4.0,1.0
144183,200,2018-12-25,Mariah Carey,Silent Night,"280,664",0.17,0.36200000000000004,10.0,-11.673,1.0,0.0347,0.812,0.0,0.113,0.244,176.84900000000002,spotify:track:1sFWEpf1aPYN576LS1aa4Y,219293.0,3.0,2.0
144577,194,2018-12-27,SHAED,Trampoline,"208,428",0.619,0.45899999999999996,7.0,-5.782,0.0,0.0334,0.56,0.0,0.13699999999999998,0.498,126.803,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,184280.0,4.0,158.0
144582,199,2018-12-27,Calboy,Envy Me,"205,324",0.74,0.488,1.0,-7.664,0.0,0.27,0.23399999999999999,0.0,0.24100000000000002,0.584,149.042,spotify:track:7rvyVWja33WG9R97oeJAjx,120133.0,4.0,436.0
145174,191,2018-12-30,Pedro Capó,Calma - Remix,"182,472",0.826,0.773,11.0,-4.218,0.0,0.0524,0.32299999999999995,0.0,0.14300000000000002,0.7609999999999999,126.899,spotify:track:5iwz1NiezX7WWjnCgY5TH4,238200.0,4.0,106.0
145999,16,2019-01-04,Future,Crushed Up,"771,632",0.7809999999999999,0.597,10.0,-6.794,0.0,0.23,0.0415,0.0,0.152,0.544,158.043,spotify:track:7wcyO1rrH3Ru4t659IjG41,149949.0,4.0,63.0
146077,94,2019-01-04,benny blanco,I Found You / Nilda’s Story (with Calvin Harris & Miguel),"322,222",0.337,0.24100000000000002,6.0,-9.849,1.0,0.0527,0.94,0.0112,0.131,0.18100000000000002,81.916,spotify:track:3eVuglKxN2sjoIGHAsFAge,191465.0,5.0,1.0
146094,111,2019-01-04,Bring Me The Horizon,medicine,"296,489",0.615,0.858,0.0,-3.3,1.0,0.0396,0.0039299999999999995,0.0,0.0789,0.32299999999999995,97.038,spotify:track:3GHtEaicELsTViK08EXEQQ,227265.0,4.0,1.0
146115,132,2019-01-04,Chris Brown,Undecided,"265,562",0.441,0.527,3.0,-5.318,1.0,0.0966,0.172,0.0,0.233,0.589,96.37,spotify:track:7uiBocndm12aKbsdnQ3Scx,187298.0,4.0,35.0
146124,141,2019-01-04,Mike Posner,Move On,"252,646",0.736,0.6890000000000001,2.0,-5.736000000000001,1.0,0.0336,0.207,0.501,0.402,0.389,102.009,spotify:track:3SOp10shYtVHuZWxVGenUb,178400.0,4.0,1.0
146151,168,2019-01-04,Lost Kings,Don't Kill My High (feat. Wiz Khalifa & Social House),"229,640",0.595,0.9259999999999999,1.0,-3.773,1.0,0.0474,0.0607,0.0,0.113,0.467,144.082,spotify:track:64oSB76jjpAAG0y0HB6RDk,190000.0,4.0,1.0
146321,138,2019-01-05,Lil Pump,Butterfly Doors,"242,880",0.925,0.397,5.0,-11.265,1.0,0.16899999999999998,0.0889,5.12e-05,0.14400000000000002,0.429,130.00799999999998,spotify:track:4NdXQlDTzxbOMkzJGWFtz3,132923.0,4.0,45.0
146378,195,2019-01-05,Anuel AA,Ella Quiere Beber - Remix,"199,850",0.75,0.665,8.0,-3.083,1.0,0.124,0.265,0.0,0.0515,0.6970000000000001,95.23899999999999,spotify:track:3f5lA8nnc4YYF1qf78WpHw,219357.0,4.0,24.0
146564,181,2019-01-06,Blueface,Thotiana,"192,125",0.9059999999999999,0.382,10.0,-12.89,0.0,0.26899999999999996,0.18,0.0,0.113,0.391,104.025,spotify:track:3oh6SCCeLuXhFpEyepla6G,129264.0,4.0,175.0
146773,190,2019-01-07,Sam Smith,"Fire On Fire - From ""Watership Down""","210,151",0.584,0.40700000000000003,1.0,-7.356,0.0,0.046,0.47600000000000003,0.0,0.18,0.341,115.124,spotify:track:5rFj8OzffT0iggSjcBaeND,246735.0,4.0,16.0
146779,196,2019-01-07,Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)","206,853",0.9,0.385,1.0,-12.189,0.0,0.435,0.371,0.0,0.142,0.488,99.964,spotify:track:1n8wr8tRHs5jmBxNWXedcn,174336.0,4.0,21.0
147114,131,2019-01-09,Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,"269,489",0.696,0.332,6.0,-12.834000000000001,1.0,0.0425,0.853,0.433,0.0848,0.0628,150.13,spotify:track:7tGEAA1f8MydT7eVbbO9Zy,270520.0,4.0,17.0
147176,193,2019-01-09,Jeremy Zucker,comethru,"215,105",0.795,0.17800000000000002,0.0,-11.991,1.0,0.0574,0.607,0.0,0.623,0.608,93.98200000000001,spotify:track:18uwL0vNUanqZH0ro2QcOP,181613.0,4.0,84.0
147343,160,2019-01-10,Future,Jumpin on a Jet,"243,947",0.8240000000000001,0.595,11.0,-6.346,1.0,0.091,0.0571,3.7000000000000006e-06,0.0876,0.157,140.039,spotify:track:1I3ZAmPmbFV78oNKnibOiW,137134.0,4.0,24.0
147380,197,2019-01-10,Halsey,Without Me (with Juice WRLD),"216,959",0.742,0.515,6.0,-6.103,1.0,0.0747,0.35100000000000003,0.0,0.184,0.452,136.02,spotify:track:6Zc5f20q7sOe1IC1c1jQvZ,228816.0,4.0,17.0
147390,7,2019-01-11,Gesaffelstein,Lost in the Fire,"1,238,188",0.6579999999999999,0.6709999999999999,2.0,-12.21,1.0,0.0363,0.0933,0.000927,0.115,0.166,100.96600000000001,spotify:track:2vXKRlJBXyOcvZYTdNeckS,202093.0,4.0,42.0
147393,10,2019-01-11,Sam Smith,Dancing With A Stranger (with Normani),"1,143,794",0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.34700000000000003,102.99799999999999,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,171030.0,4.0,328.0
147414,31,2019-01-11,Calvin Harris,Giant (with Rag'n'Bone Man),"626,955",0.807,0.887,1.0,-4.311,0.0,0.0361,0.016,0.000503,0.0811,0.606,122.015,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,229184.0,4.0,45.0
147422,39,2019-01-11,Kehlani,Nights Like This (feat. Ty Dolla $ign),"578,317",0.61,0.725,8.0,-5.131,1.0,0.15,0.36700000000000005,0.0,0.154,0.29100000000000004,146.16299999999998,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,201788.0,4.0,156.0
147463,80,2019-01-11,Lana Del Rey,hope is a dangerous thing for a woman like me to have - but I have it,"388,029",0.461,0.102,7.0,-13.05,1.0,0.0897,0.9670000000000001,2.1000000000000002e-06,0.16399999999999998,0.259,71.835,spotify:track:0fB77VOZ2FkQeKLv1DuEwp,324499.0,4.0,2.0
147580,197,2019-01-11,Lauren Jauregui,More Than That,"227,493",0.595,0.442,4.0,-12.899000000000001,0.0,0.282,0.0709,0.0,0.139,0.297,48.702,spotify:track:180WImKPbvdUrboKUov5f4,158733.0,4.0,1.0
148549,166,2019-01-16,Anuel AA,Secreto,"243,765",0.807,0.8029999999999999,11.0,-4.156000000000001,1.0,0.126,0.602,0.00853,0.136,0.706,91.98700000000001,spotify:track:5W83ErFkO3aKAIS1WMi6u0,258800.0,4.0,108.0
148740,157,2019-01-17,Hozier,Almost (Sweet Music),"250,594",0.523,0.687,7.0,-5.601,1.0,0.105,0.0215,2.86e-06,0.203,0.711,90.036,spotify:track:5Apvsk0suoivI1H8CmBglv,217480.0,4.0,42.0
148784,1,2019-01-18,Ariana Grande,7 rings,"3,847,877",0.778,0.317,1.0,-10.732000000000001,0.0,0.33399999999999996,0.5920000000000001,0.0,0.0881,0.327,140.048,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,178627.0,4.0,439.0
148792,9,2019-01-18,Future,First Off (feat. Travis Scott),"1,192,955",0.7340000000000001,0.6829999999999999,1.0,-6.105,1.0,0.0776,0.013000000000000001,0.0,0.28,0.445,162.03799999999998,spotify:track:3WRIaWsws011vHMd9uzPjG,228367.0,4.0,58.0
148796,13,2019-01-18,Logic,Keanu Reeves,"1,100,889",0.7120000000000001,0.8909999999999999,2.0,-6.457000000000001,1.0,0.24,0.0557,0.0,0.134,0.799,170.13,spotify:track:3PYx9Wte3jwb48V0wArMOy,225920.0,4.0,122.0
148811,28,2019-01-18,Future,Never Stop,"733,330",0.5710000000000001,0.556,1.0,-5.857,1.0,0.223,0.0662,0.000149,0.13699999999999998,0.0762,155.465,spotify:track:1AGPmw3QJBNfOK6XioDhZp,291334.0,4.0,5.0
148821,38,2019-01-18,Future,Rocket Ship,"610,948",0.953,0.38,8.0,-4.941,1.0,0.261,0.00957,0.0,0.127,0.128,133.941,spotify:track:4HfaOznGhHYWqPtpLYz2PB,116847.0,4.0,5.0
148824,41,2019-01-18,Future,Temptation,"599,012",0.66,0.55,4.0,-6.744,1.0,0.184,0.16399999999999998,0.000204,0.19899999999999998,0.299,130.004,spotify:track:2gXOzCwbVXACCaYRj4Qrep,167673.0,4.0,5.0
148828,45,2019-01-18,Future,F&N,"571,014",0.6709999999999999,0.568,0.0,-6.48,1.0,0.42100000000000004,0.17,0.0,0.139,0.336,113.296,spotify:track:1wTH87zcNcR4vn1iJLDv0c,209587.0,5.0,7.0
148830,47,2019-01-18,James Blake,Mile High,"562,106",0.754,0.37,6.0,-9.854,0.0,0.12,0.40299999999999997,6.22e-05,0.107,0.228,114.941,spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,193600.0,4.0,8.0
148832,49,2019-01-18,Future,Promise U That,"552,897",0.638,0.568,1.0,-6.579,0.0,0.159,0.33799999999999997,0.0,0.48700000000000004,0.446,127.806,spotify:track:7EB2UpfRbS4QVjZQlKLi3Z,205423.0,4.0,4.0
148841,58,2019-01-18,Future,Unicorn Purp (feat. Young Thug & Gunna),"506,585",0.833,0.7609999999999999,11.0,-4.905,1.0,0.195,0.0158,1.41e-06,0.161,0.377,134.047,spotify:track:2U3LJfQB0ALLxC7Yy0QW7l,246916.0,4.0,3.0
148844,61,2019-01-18,Future,Call the Coroner,"495,612",0.853,0.805,11.0,-3.3310000000000004,0.0,0.20199999999999999,0.146,0.0515,0.204,0.879,134.55,spotify:track:1WlU4jsJ8AoTB96dgd8LJA,131756.0,4.0,3.0
148845,62,2019-01-18,Future,Faceshot,"495,270",0.802,0.833,11.0,-4.234,1.0,0.0832,0.00772,0.0,0.34600000000000003,0.132,165.97,spotify:track:5R2pz8i4k4bvRAqiIFXzKz,175860.0,4.0,3.0
148859,76,2019-01-18,Future,Talk Shit Like a Preacher,"461,558",0.878,0.452,2.0,-8.695,1.0,0.496,0.00728,0.00042300000000000004,0.107,0.425,154.035,spotify:track:2aR4gdgyCgacqHGqUZ91YS,132165.0,4.0,2.0
148862,79,2019-01-18,Future,Stick to the Models,"446,992",0.813,0.5429999999999999,1.0,-6.555,0.0,0.21100000000000002,0.08800000000000001,7.42e-06,0.11199999999999999,0.165,137.986,spotify:track:0F7FlaQBiyNkV8iakTocsW,196180.0,4.0,3.0
148877,94,2019-01-18,Mustard,Pure Water (with Migos),"395,912",0.682,0.5589999999999999,0.0,-5.545,1.0,0.127,0.174,0.0,0.344,0.13699999999999998,202.015,spotify:track:3j84U36KvLeXNDPv4t5pI8,192471.0,4.0,396.0
148891,108,2019-01-18,Future,Krazy but True,"364,091",0.738,0.499,5.0,-7.456,1.0,0.428,0.0545,0.0,0.14,0.314,73.152,spotify:track:465mhRDuwxjrJ61UrvRvrZ,185117.0,4.0,2.0
148894,111,2019-01-18,Maren Morris,GIRL,"362,731",0.44,0.7929999999999999,6.0,-3.95,1.0,0.0502,0.0677,0.0,0.0788,0.447,143.599,spotify:track:3y5B5ebFMzEEFqCPOesAXR,250653.0,4.0,5.0
148895,112,2019-01-18,Future,Overdose,"360,285",0.731,0.706,1.0,-4.958,1.0,0.41700000000000004,0.0382,2.4100000000000003e-05,0.636,0.384,153.07399999999998,spotify:track:5OUHuypXfqeKaHNO44ojio,115437.0,4.0,2.0
148897,114,2019-01-18,Future,Servin Killa Kam,"358,225",0.847,0.6609999999999999,8.0,-4.614,1.0,0.0548,0.000807,0.00126,0.10400000000000001,0.184,143.97899999999998,spotify:track:5FWyHjKMW85oZoqgG1zD9b,186739.0,4.0,2.0
148903,120,2019-01-18,Future,Goin Dummi,"343,264",0.888,0.665,5.0,-7.055,0.0,0.09300000000000001,0.0151,0.0,0.21899999999999997,0.568,78.021,spotify:track:6QFzUXTIZXOLesQcgmGOsR,161758.0,4.0,2.0
148910,127,2019-01-18,Future,Baptiize,"330,198",0.648,0.581,8.0,-6.957999999999999,1.0,0.315,0.10800000000000001,0.0,0.496,0.235,153.947,spotify:track:01sjbEk3X7KNXFvXXXN5MY,218479.0,4.0,2.0
148925,142,2019-01-18,Lil Skies,Real Ties,"311,215",0.8190000000000001,0.616,1.0,-5.534,1.0,0.16699999999999998,0.0599,0.0,0.14300000000000002,0.524,87.493,spotify:track:0Qd2KYCmwGYiTF3A0opS6b,142669.0,4.0,3.0
148931,148,2019-01-18,Maggie Rogers,Burning,"304,699",0.735,0.688,5.0,-5.471,1.0,0.10400000000000001,0.21,3.11e-05,0.106,0.282,110.045,spotify:track:68vxG1i6RSmrsY9mRdqDgG,213173.0,4.0,1.0
148947,164,2019-01-18,Future,Ain't Coming Back,"276,274",0.675,0.747,3.0,-4.46,0.0,0.0741,0.007379999999999999,0.0,0.121,0.255,152.928,spotify:track:0SCEdR34DyPTgNWvho3zLF,219684.0,4.0,1.0
148957,174,2019-01-18,Blueface,Bleed It,"266,148",0.845,0.76,1.0,-6.007999999999999,0.0,0.36200000000000004,0.209,0.0,0.105,0.516,101.91,spotify:track:1JGaV39uhSQd2eAteOxFlF,145547.0,4.0,80.0
148969,186,2019-01-18,Future,Tricks on Me,"254,719",0.7,0.742,8.0,-5.233,1.0,0.34700000000000003,0.435,0.0,0.092,0.635,140.172,spotify:track:2HEsewd9dzzLg4751JIS4p,262003.0,4.0,1.0
148979,196,2019-01-18,NOTD,So Close,"249,254",0.7,0.872,10.0,-5.896,1.0,0.0666,0.121,7.08e-06,0.10300000000000001,0.7609999999999999,125.03,spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,190302.0,4.0,22.0
148981,198,2019-01-18,Sia,Genius - Lil Wayne Remix,"247,427",0.655,0.764,11.0,-3.3810000000000002,0.0,0.193,0.0147,8.88e-05,0.0511,0.7070000000000001,159.017,spotify:track:4TlbZgqxhJ6uN3tpVyjw90,162960.0,4.0,1.0
149117,134,2019-01-19,YNW Melly,Mixed Personalities (feat. Kanye West),"277,669",0.6609999999999999,0.44,2.0,-9.104,1.0,0.0803,0.457,0.0,0.128,0.35200000000000004,149.937,spotify:track:6vWEAOUSxohKxhp0K1BsxL,230400.0,4.0,225.0
149774,191,2019-01-22,Paulo Londra,Adan y Eva,"218,187",0.767,0.7090000000000001,1.0,-4.47,1.0,0.336,0.32299999999999995,0.0,0.0676,0.72,171.993,spotify:track:6FyRXC8tJUh863JCkyWqtk,258639.0,4.0,1.0
149807,24,2019-01-23,XXXTENTACION,Sauce!,"686,071",0.68,0.313,3.0,-13.672,0.0,0.0347,0.5820000000000001,0.0,0.19,0.405,135.034,spotify:track:3jq1RpStaB1YGyN3rRZGca,144724.0,4.0,44.0
149830,47,2019-01-23,XXXTENTACION,Gassed Up!,"519,100",0.843,0.56,6.0,-6.122000000000001,1.0,0.284,0.293,6.72e-06,0.0984,0.47700000000000004,130.032,spotify:track:15Y949TGjUppdT78h0S49P,225051.0,4.0,4.0
149856,73,2019-01-23,Bass Santana,Make Eem Run!,"414,047",0.9359999999999999,0.514,2.0,-8.908,0.0,0.271,0.747,0.0,0.11,0.812,129.997,spotify:track:44nlOJLjLqwNgYcT277V25,192000.0,4.0,3.0
149862,79,2019-01-23,Ski Mask The Slump God,He Diddy!,"397,943",0.885,0.408,8.0,-12.923,1.0,0.11599999999999999,0.581,1.23e-05,0.11699999999999999,0.263,129.894,spotify:track:1DyErR1XiKOI0K9VYHGekf,74344.0,4.0,2.0
149865,82,2019-01-23,XXXTENTACION,Touch Eem Body,"392,449",0.726,0.419,11.0,-11.895,0.0,0.25,0.574,0.0,0.381,0.0644,129.786,spotify:track:2WOxBv9WElDqB0opEAbCC4,187907.0,4.0,2.0
149893,110,2019-01-23,Cooliecut,Nothing,"333,504",0.722,0.654,9.0,-7.115,1.0,0.0279,0.65,0.00213,0.13699999999999998,0.55,119.93,spotify:track:6tFWMs2FJMi4loy4XlR8bz,128000.0,4.0,1.0
149907,124,2019-01-23,Corey,Corey's Intro,"306,127",0.445,0.442,11.0,-21.101999999999997,1.0,0.795,0.762,0.008020000000000001,0.369,0.254,82.729,spotify:track:3DDQ2ZMvBy3QlO0mS4xwp6,112464.0,4.0,1.0
149910,127,2019-01-23,XXXTENTACION,Rebirth (2016),"300,478",0.55,0.0389,10.0,-19.352999999999998,1.0,0.0738,0.983,0.00491,0.111,0.0404,66.82,spotify:track:30cbWWggQqnXRuZ0Xra5iN,154539.0,3.0,1.0
149916,133,2019-01-23,Kid Trunks,Plottin,"290,598",0.856,0.39299999999999996,8.0,-7.348,1.0,0.457,0.0304,0.0,0.0959,0.11900000000000001,161.984,spotify:track:106VtwWCZbr6LyBiPT4Qmn,177778.0,4.0,1.0
149930,147,2019-01-23,XXXTENTACION,Hi Wendy!,"277,054",0.8640000000000001,0.42100000000000004,0.0,-11.232999999999999,0.0,0.27399999999999997,0.45299999999999996,0.0,0.10800000000000001,0.57,129.785,spotify:track:7l0ZtXbl2aTvpHuynmiurl,188556.0,4.0,1.0
149943,160,2019-01-23,Flyboy Tarantino,"Love Hard, Fall Fast","257,178",0.7509999999999999,0.7190000000000001,3.0,-4.78,0.0,0.0433,0.425,0.0,0.0721,0.8590000000000001,142.153,spotify:track:0OZkPCEWmObzT2TdErznLD,182691.0,4.0,1.0
149963,180,2019-01-23,Bass Santana,Fall in Love with Death,"241,041",0.823,0.429,0.0,-7.7589999999999995,0.0,0.185,0.185,0.000231,0.10800000000000001,0.396,144.966,spotify:track:2OX6QC9PUddyKBOfKrh2sB,162207.0,4.0,1.0
149964,181,2019-01-23,Flyboy Tarantino,Now or Never,"240,675",0.64,0.134,0.0,-16.061,1.0,0.0621,0.878,0.0,0.131,0.387,75.938,spotify:track:4RwkD60oxDXokzAluwPc8B,161053.0,4.0,1.0
149975,192,2019-01-23,Tankhead,Pick Your Poison,"228,748",0.772,0.638,11.0,-5.122000000000001,1.0,0.34700000000000003,0.0515,0.0,0.392,0.47,145.023,spotify:track:4D3v2iwl2YlW4Y0jTHFL2F,105956.0,4.0,1.0
149984,1,2019-01-24,J. Cole,MIDDLE CHILD,"3,695,130",0.8370000000000001,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,213594.0,4.0,445.0
150116,133,2019-01-24,Vampire Weekend,Harmony Hall,"288,478",0.653,0.76,11.0,-6.086,1.0,0.0479,0.475,0.000129,0.0917,0.6,98.008,spotify:track:39exKIvycQDgs4T6uXdyu0,308733.0,4.0,5.0
150131,148,2019-01-24,Tyga,Girls Have Fun (feat. G-Eazy & Rich The Kid),"272,330",0.888,0.74,8.0,-5.3629999999999995,1.0,0.23800000000000002,0.00586,0.0,0.218,0.664,100.00299999999999,spotify:track:1NHlyKgtR4roNylOhidKSv,175711.0,4.0,24.0
150172,189,2019-01-24,Vampire Weekend,2021,"231,630",0.815,0.284,0.0,-7.057,1.0,0.0427,0.867,0.00105,0.0987,0.449,73.785,spotify:track:6UryEVkqPDLliZOG4UmFi9,98347.0,4.0,2.0
150209,26,2019-01-25,Lauv,i'm so tired...,"705,912",0.635,0.87,0.0,-9.198,1.0,0.0476,0.16,0.000768,0.165,0.146,108.98899999999999,spotify:track:3Nwr5lsoavdxdj1Cpdtw8j,200000.0,4.0,205.0
150221,38,2019-01-25,Dua Lipa,"Swan Song - From the Motion Picture ""Alita: Battle Angel""","580,984",0.588,0.821,5.0,-6.54,0.0,0.21600000000000003,0.00579,0.000275,0.20800000000000002,0.509,188.09799999999998,spotify:track:5600nq7TiBraBX2jobyJ3l,182075.0,4.0,27.0
150248,65,2019-01-25,Yo Gotti,Put a Date On It (feat. Lil Baby),"458,612",0.835,0.659,4.0,-5.696000000000001,1.0,0.31,0.0123,0.0,0.37200000000000005,0.579,129.93,spotify:track:6PRh0ilIMEP1xlUHqalnkD,195257.0,4.0,16.0
150289,106,2019-01-25,Julia Michaels,What A Time (feat. Niall Horan),"347,557",0.518,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.85399999999998,spotify:track:5WtfUKzXircvW8l5aaVZWT,173307.0,4.0,23.0
150308,125,2019-01-25,Weezer,Take On Me,"316,910",0.441,0.762,8.0,-3.8569999999999998,1.0,0.0438,0.005679999999999999,3.3100000000000005e-05,0.0865,0.743,167.96400000000003,spotify:track:1ZB2qWsheGabSEYvBYxjKn,223560.0,4.0,1.0
150310,127,2019-01-25,Julia Michaels,Anxiety (with Selena Gomez),"312,804",0.8029999999999999,0.384,7.0,-6.522,1.0,0.179,0.5710000000000001,0.0,0.19399999999999998,0.503,141.924,spotify:track:1XJ93XskwJf7PCyIVLbNBt,210147.0,4.0,2.0
150355,172,2019-01-25,Boogie,Rainy Days (feat. Eminem),"254,881",0.866,0.51,10.0,-6.254,1.0,0.256,0.0146,0.0,0.107,0.171,106.949,spotify:track:015jLlgBeSkl3CApWJhlv7,234640.0,4.0,1.0
150378,195,2019-01-25,Bring Me The Horizon,mother tongue,"236,410",0.598,0.872,6.0,-4.567,0.0,0.0328,0.0196,0.0,0.326,0.609,107.009,spotify:track:5IwUFTiNkarb5HEtNRtRtc,217425.0,4.0,1.0
150555,172,2019-01-26,Dominic Fike,3 Nights,"230,090",0.815,0.518,7.0,-6.593999999999999,0.0,0.0897,0.223,0.0,0.10400000000000001,0.877,151.891,spotify:track:1tNJrcVe6gwLEiZCtprs1u,177667.0,4.0,99.0
150577,194,2019-01-26,Ozuna,Baila Baila Baila,"214,147",0.785,0.5720000000000001,2.0,-7.504,1.0,0.12300000000000001,0.0598,0.0,0.218,0.49,100.016,spotify:track:7mWFF4gPADjTQjC97CgFVt,235284.0,4.0,85.0
