peak_rank,median_rank,days,peak_streams,median_streams,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
122.0,123.0,2.0,333671.0,318554.0,Lil Wayne,Harden,0.6459999999999999,0.79,4.0,-4.776,0.0,0.219,0.35,0.0,0.322,0.648,144.148,spotify:track:5JQsSh4OOKvV9tsSSWljGc,182240.0,4.0
125.0,137.0,2.0,328807.0,303134.0,Lil Wayne,Get Outta My Head (ft. XXXTentacion),0.547,0.544,5.0,-8.033,0.0,0.508,0.2,0.0,0.129,0.491,101.913,spotify:track:3Fr6yG5mUHUBqmZ1iDbk7C,178480.0,3.0
132.0,132.0,1.0,313964.0,313964.0,Meghan Trainor,Nice to Meet Ya (feat. Nicki Minaj),0.753,0.561,1.0,-6.279,1.0,0.333,0.0111,0.0266,0.126,0.539,192.037,spotify:track:5HqRQwSAPAgJBQ3bhtpUTg,197004.0,4.0
111.0,123.0,2.0,326613.0,318504.5,Lil Wayne,Ball Hard (ft. Lil Twist),0.8590000000000001,0.652,8.0,-6.343,1.0,0.301,0.14300000000000002,0.0,0.106,0.745,75.518,spotify:track:5ZAOL1owTI8LQcRTzbZ9jY,178933.0,4.0
141.0,141.0,1.0,307580.0,307580.0,Kesha,Tonight,0.65,0.763,5.0,-6.124,1.0,0.134,0.0108,0.0,0.0782,0.354,150.02100000000004,spotify:track:51CeiXQgEq3YD4D6v3GjfB,196040.0,4.0
127.0,149.5,4.0,305093.0,270359.0,A$AP Ferg,Value,0.7659999999999999,0.901,1.0,-2.764,1.0,0.128,0.104,7.15e-06,0.0924,0.215,129.993,spotify:track:7im3jaJBEYivH5JKXMh1Yy,167158.0,4.0
157.0,163.0,2.0,291527.0,277384.0,Lil Wayne,Sights And Silencers (ft. The Dream),0.7659999999999999,0.398,6.0,-8.189,1.0,0.0303,0.493,0.00118,0.119,0.092,125.051,spotify:track:4JPSDfkcSSuvKLzsOS3RwU,202920.0,4.0
157.0,169.5,2.0,268986.0,268713.5,Lil Wayne,Piano Trap,0.5720000000000001,0.807,1.0,-2.135,1.0,0.271,0.0646,0.0,0.116,0.562,140.032,spotify:track:6tymsSi3SLlsTHBDd6d2Nb,194773.0,4.0
188.0,188.0,1.0,265518.0,265518.0,Gorillaz,Momentary Bliss (feat. slowthai and Slaves),0.6409999999999999,0.807,9.0,-6.73,1.0,0.239,0.0851,2.3800000000000006e-05,0.64,0.7120000000000001,158.071,spotify:track:5zZWKugaE2ZmnZN77HVfUH,221386.0,4.0
178.0,183.5,2.0,264843.0,260452.5,Lil Wayne,Bastard (Satan's Kid),0.8220000000000001,0.6920000000000001,10.0,-4.176,0.0,0.227,0.264,0.00263,0.131,0.782,139.97,spotify:track:4vbd6HosPvSpwlKBRj1Drr,192147.0,4.0
190.0,190.0,1.0,264288.0,264288.0,Russ,NEED A MINUTE,0.777,0.541,9.0,-6.433,1.0,0.168,0.0433,0.0,0.18,0.16699999999999998,81.946,spotify:track:7o4uJWYedySmbObBamfW9E,164013.0,4.0
104.0,157.0,11.0,310995.0,243175.0,The Kid LAROI,Diva (feat. Lil Tecca),0.6859999999999999,0.703,6.0,-6.141,0.0,0.0606,0.00728,0.0,0.0946,0.457,144.90200000000004,spotify:track:7gVwgc8b3XnO87TpmXXFA5,172005.0,4.0
43.0,130.0,7.0,477960.0,278784.0,Shakira,Hips Don't Lie (feat. Wyclef Jean),0.665,0.974,10.0,-4.7780000000000005,0.0,0.125,0.0573,1.16e-05,0.953,0.434,99.996,spotify:track:52XoFtAGfg9AFuCB4YCcVQ,436027.0,4.0
58.0,108.0,3.0,383278.0,310689.0,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0.7659999999999999,0.873,11.0,-6.381,0.0,0.14300000000000002,0.00627,0.0,0.0764,0.743,126.988,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,202627.0,4.0
137.0,137.0,1.0,256829.0,256829.0,Shakira,"Whenever, Wherever",0.7929999999999999,0.8320000000000001,1.0,-4.862,0.0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,196160.0,4.0
163.0,163.0,1.0,239241.0,239241.0,Shakira,She Wolf,0.865,0.69,7.0,-7.447999999999999,1.0,0.0444,0.289,0.0138,0.225,0.868,121.983,spotify:track:4cS2HQ6jK80vqdY9ofpztx,188867.0,4.0
96.0,142.0,10.0,346687.0,262351.0,Joyner Lucas,Revenge,0.8440000000000001,0.574,4.0,-4.886,0.0,0.382,0.306,0.0,0.11,0.476,158.047,spotify:track:43mwjiAXLMqkOv4vtlNweU,269084.0,4.0
7.0,70.0,21.0,1068088.0,389232.0,Joji,Run,0.447,0.72,7.0,-3.954,1.0,0.0332,0.0416,0.000297,0.614,0.362,157.892,spotify:track:6p8eEdiZLKJH8tcjGZuNTK,195000.0,3.0
3.0,3.0,7.0,1317941.0,1214109.0,Justin Bieber,Intentions,0.8109999999999999,0.5529999999999999,9.0,-6.644,1.0,0.0552,0.317,0.0,0.105,0.86,148.014,spotify:track:364dI1bYnvamSnBJ8JcNzN,212869.0,4.0
17.0,96.5,66.0,823709.0,337190.5,Khalid,Know Your Worth,0.79,0.6940000000000001,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,spotify:track:0TrPqhAMoaKUFLR7iYDokf,181436.0,4.0
31.0,78.0,8.0,609856.0,341129.5,Trippie Redd,YELL OH,0.8420000000000001,0.578,6.0,-6.05,0.0,0.138,0.00419,0.0,0.228,0.19,74.49600000000002,spotify:track:003VDDA7J3Xb2ZFlNx7nIZ,236779.0,4.0
34.0,118.0,19.0,584109.0,282125.0,Nicki Minaj,Yikes,0.911,0.637,8.0,-8.381,1.0,0.447,0.0409,3.68e-05,0.238,0.66,149.996,spotify:track:75dLEqanQTupF3dtP9exT5,156882.0,4.0
2.0,5.0,66.0,1428849.0,1142695.5,Lil Mosey,Blueberry Faygo,0.774,0.5539999999999999,0.0,-7.909,1.0,0.0383,0.207,0.0,0.132,0.349,99.034,spotify:track:6wJYhPfqk3KGhHRG76WzOh,162547.0,4.0
42.0,148.0,15.0,540576.0,305178.0,5 Seconds of Summer,No Shame,0.5760000000000001,0.807,7.0,-3.019,1.0,0.0374,0.0185,2.45e-06,0.0963,0.48,90.932,spotify:track:4kLm0P01JM1xS94Z4JC3oE,192737.0,4.0
52.0,115.0,3.0,487432.0,294380.0,Meek Mill,Believe (feat. Justin Timberlake),0.628,0.75,10.0,-5.2189999999999985,0.0,0.14,0.142,0.0,0.0946,0.374,87.008,spotify:track:6fvqvUQr12qghH4N8gpAch,211303.0,4.0
24.0,145.0,59.0,595694.0,271790.0,Tory Lanez,Broke In A Minute,0.929,0.7,0.0,-5.595,0.0,0.0906,0.14400000000000002,0.0,0.349,0.802,120.009,spotify:track:4xqIYGwwZTEem9U8A42SPF,132024.0,4.0
59.0,165.0,28.0,454199.0,257838.5,Niall Horan,No Judgement,0.723,0.726,1.0,-3.835,0.0,0.0472,0.0564,0.000126,0.057,0.962,100.051,spotify:track:5IUOU5xkzGHsRFOYNu3GSK,176283.0,4.0
62.0,124.0,7.0,448916.0,284639.0,Anuel AA,Keii,0.708,0.797,0.0,-3.095,0.0,0.0391,0.4,0.0,0.096,0.51,88.015,spotify:track:5eEQCfq7MXQr6aHLNRUZLs,210000.0,4.0
49.0,146.5,14.0,457074.0,264446.0,Pop Smoke,Shake The Room (feat. Quavo),0.733,0.684,2.0,-4.748,1.0,0.177,0.142,0.0,0.179,0.4370000000000001,142.04,spotify:track:7rSnKi58HPIVC0FVyh04Q1,165640.0,4.0
67.0,96.5,44.0,426051.0,329488.0,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),0.8029999999999999,0.759,7.0,-4.692,0.0,0.0494,0.00509,0.0,0.0921,0.284,104.0,spotify:track:0JjM9bKm4wrwohMslcm892,213308.0,4.0
114.0,175.5,4.0,318645.0,237150.0,Anne-Marie,Birthday,0.609,0.785,11.0,-3.32,1.0,0.0891,0.0502,0.0,0.171,0.7559999999999999,151.995,spotify:track:5hff5RQeE84pznOt8WEWeO,181467.0,4.0
138.0,157.5,2.0,289342.0,263661.0,Lil Tecca,IDK,0.68,0.58,9.0,-7.641,0.0,0.287,0.0264,0.0,0.0518,0.636,79.847,spotify:track:1tdofYaObJtffeWsCFrg04,186304.0,4.0
174.0,174.0,1.0,258252.0,258252.0,Jeremy Zucker,"always, i'll care",0.7659999999999999,0.163,6.0,-15.975,1.0,0.0573,0.92,0.000132,0.107,0.634,104.957,spotify:track:63nJIngH6cMV70V5IUx3Ex,146147.0,4.0
188.0,188.0,1.0,247574.0,247574.0,Ed Sheeran,Antisocial (with Travis Scott) - MK Remix,0.7959999999999999,0.868,10.0,-5.774,0.0,0.0992,0.104,0.00024,0.115,0.586,124.981,spotify:track:1qf82BwoRe9zdLvyvx7oGP,179502.0,4.0
199.0,199.0,1.0,242521.0,242521.0,Denzel Curry,DIET_,0.7240000000000001,0.7709999999999999,5.0,-6.207999999999998,0.0,0.369,0.0889,0.0,0.362,0.867,90.565,spotify:track:1AzqpMy3yLYNITSOUrnL8i,143733.0,4.0
175.0,175.0,1.0,238214.0,238214.0,NLE Choppa,Exotic,0.5329999999999999,0.59,10.0,-8.333,0.0,0.233,0.0447,0.0,0.0806,0.376,104.97,spotify:track:2WpSRYU2BFZpDFpbiOQjVL,165759.0,4.0
10.0,31.0,60.0,797933.0,629997.5,Powfu,death bed (coffee for your head) (feat. beabadoobee),0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,spotify:track:7eJMfftS33KTjuF7lTsMCx,173333.0,4.0
2.0,76.0,48.0,2227130.0,432173.0,Billie Eilish,No Time To Die,0.38,0.219,4.0,-13.273,0.0,0.0358,0.917,0.0104,0.0827,0.0517,73.53699999999998,spotify:track:73SpzrcaHk0RQPFP73vqVR,242265.0,4.0
2.0,10.0,59.0,1901883.0,940489.0,Justin Bieber,Intentions (feat. Quavo),0.8059999999999999,0.546,9.0,-6.6370000000000005,1.0,0.0575,0.3,0.0,0.102,0.8740000000000001,147.986,spotify:track:4umIPjkehX1r7uhmGvXiSV,212867.0,4.0
5.0,70.0,56.0,1633316.0,411526.0,Justin Bieber,Forever (feat. Post Malone & Clever),0.825,0.483,8.0,-5.746,0.0,0.08,0.5379999999999999,1.4800000000000002e-05,0.204,0.892,139.98,spotify:track:2ZlCGeK30BLRNSPC832pNZ,219933.0,4.0
6.0,57.0,13.0,1322389.0,421530.0,Migos,Give No Fxk,0.904,0.627,1.0,-5.608,1.0,0.222,0.0303,5.68e-06,0.0923,0.236,145.976,spotify:track:6ZelF5APDN5r6XnFqcnvWR,224243.0,4.0
7.0,82.5,60.0,1208077.0,364384.5,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",0.8190000000000001,0.654,11.0,-6.665,0.0,0.136,0.517,0.0,0.0996,0.455,133.503,spotify:track:733c1CWmIGymoQXdp7Us88,188563.0,4.0
15.0,59.0,7.0,990662.0,375580.0,Justin Bieber,All Around Me,0.5660000000000001,0.438,0.0,-7.564,0.0,0.0367,0.809,0.0,0.212,0.6920000000000001,117.127,spotify:track:5Py8zRKGkZvgHniVVtvNCN,136907.0,4.0
19.0,57.0,7.0,945847.0,391070.0,Justin Bieber,Habitual,0.764,0.443,4.0,-6.625,1.0,0.0439,0.52,1.96e-05,0.0749,0.63,138.999,spotify:track:40qyPyljksBEqlNw5sW37T,168200.0,4.0
20.0,63.0,7.0,931086.0,368347.0,Justin Bieber,Second Emotion (feat. Travis Scott),0.7959999999999999,0.777,11.0,-6.112,0.0,0.0567,0.0276,2.87e-05,0.095,0.96,141.97,spotify:track:1PnAx788sAvcI3ZxTlEyX8,202720.0,4.0
21.0,64.0,11.0,920179.0,408044.0,Justin Bieber,Come Around Me,0.648,0.6809999999999999,2.0,-8.389,0.0,0.0378,0.263,0.00783,0.0971,0.767,157.941,spotify:track:2o9LAypwGH4ctV0i9boo6d,200773.0,4.0
25.0,62.0,7.0,839485.0,372642.0,Justin Bieber,Running Over (feat. Lil Dicky),0.774,0.603,11.0,-7.319,1.0,0.0591,0.438,4.370000000000001e-05,0.0869,0.977,149.982,spotify:track:75nKBP8jQu681pTNCtrEnn,179627.0,4.0
26.0,50.0,8.0,808504.0,422037.0,Tame Impala,Breathe Deeper,0.664,0.848,11.0,-4.51,0.0,0.0322,0.0245,0.000127,0.172,0.502,104.998,spotify:track:3LbZIhU0smEU5SUnxod4j4,372867.0,4.0
24.0,107.0,49.0,802618.0,337283.0,Sam Smith,To Die For,0.483,0.361,0.0,-7.8889999999999985,1.0,0.0738,0.8320000000000001,4.66e-06,0.098,0.307,171.649,spotify:track:2ZTYlnhhV1UAReg7wIGolx,193795.0,4.0
30.0,93.0,13.0,791861.0,325551.0,A Boogie Wit da Hoodie,Might Not Give Up (feat. Young Thug),0.687,0.5920000000000001,2.0,-6.377999999999999,1.0,0.224,0.203,0.0,0.279,0.246,178.83,spotify:track:4l2rsMfr20dj6nf6i6F3Y8,225266.0,4.0
31.0,74.0,7.0,783360.0,347083.0,Justin Bieber,Available,0.7020000000000001,0.608,3.0,-6.843,1.0,0.0359,0.0736,0.0,0.129,0.597,75.012,spotify:track:1b6tPXXCV2fSNtR3SKWUQA,195333.0,4.0
34.0,103.5,6.0,735085.0,300426.5,Tame Impala,One More Year,0.602,0.88,1.0,-5.414,1.0,0.0354,0.057,0.46,0.284,0.493,114.009,spotify:track:5ozqshq2dtU7SYCpCBu0NE,324013.0,4.0
38.0,117.0,6.0,682028.0,284567.5,Justin Bieber,Take It Out On Me,0.772,0.616,7.0,-4.673,1.0,0.102,0.00337,2.36e-06,0.104,0.279,129.967,spotify:track:39nTNk5MfyiiRupTwn1iyC,178013.0,4.0
39.0,83.0,7.0,678435.0,337317.0,A Boogie Wit da Hoodie,Stain (feat. DaBaby),0.816,0.754,8.0,-3.911,1.0,0.389,0.0117,0.0,0.129,0.604,159.07299999999995,spotify:track:0dIz1I7IwX5ardG47AHxCZ,175128.0,4.0
44.0,125.0,5.0,638905.0,269681.0,A Boogie Wit da Hoodie,Thug Love,0.54,0.643,5.0,-4.707,0.0,0.28800000000000003,0.428,0.0,0.174,0.328,178.125,spotify:track:4MzhmCOgPB7xb87f1CXjlA,181744.0,4.0
45.0,114.5,6.0,635784.0,289218.5,Justin Bieber,Changes,0.485,0.412,9.0,-7.766,0.0,0.042,0.738,0.0,0.12,0.612,64.062,spotify:track:521Os1SMlxmsoevsqyjNmJ,135493.0,3.0
47.0,121.5,6.0,630430.0,280033.0,Justin Bieber,E.T.A.,0.474,0.838,0.0,-4.103,1.0,0.104,0.0255,8.36e-06,0.378,0.465,128.136,spotify:track:1r1yu29R4NkPPfeCZR0Ygy,233253.0,4.0
49.0,120.0,5.0,627970.0,274145.0,Tame Impala,Instant Destiny,0.381,0.8290000000000001,10.0,-4.564,1.0,0.0598,0.0226,0.00027400000000000005,0.402,0.509,165.935,spotify:track:6WCXBUFa0z3l9DoOY3k5Xe,194707.0,4.0
10.0,63.0,59.0,1136259.0,396171.0,Bad Bunny,Ignorantes,0.85,0.536,1.0,-5.1610000000000005,1.0,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,spotify:track:38RIEav39FGi86jppxO0du,210607.0,4.0
52.0,111.0,7.0,614685.0,292258.0,Justin Bieber,Confirmation,0.438,0.315,8.0,-8.186,1.0,0.0375,0.608,0.0,0.151,0.449,190.064,spotify:track:60brXKLTC15vK0av5gIldm,170587.0,3.0
53.0,143.0,20.0,589849.0,275475.5,A Boogie Wit da Hoodie,Me and My Guitar,0.644,0.5870000000000001,7.0,-6.7360000000000015,0.0,0.353,0.473,0.0,0.0759,0.68,173.972,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja,161765.0,4.0
58.0,149.0,5.0,569448.0,262391.0,Justin Bieber,That's What Love Is,0.639,0.4370000000000001,9.0,-6.959,1.0,0.0355,0.6920000000000001,0.0,0.12,0.7509999999999999,147.575,spotify:track:2hLu8L8SNfCN4yKyPdX0h3,165120.0,4.0
61.0,145.5,6.0,547021.0,259975.0,A Boogie Wit da Hoodie,Luv Is Art (feat. Lil Uzi Vert),0.489,0.5539999999999999,2.0,-8.437000000000001,1.0,0.183,0.212,1.9e-06,0.08800000000000001,0.331,86.584,spotify:track:0LVaWrTztFOuN7g7gcyLs8,161056.0,4.0
63.0,135.5,4.0,540515.0,296181.0,Justin Bieber,At Least For Now,0.375,0.304,9.0,-9.897,1.0,0.0325,0.6829999999999999,0.0,0.196,0.295,83.83200000000002,spotify:track:6VLkgf5YmLixsabdqiCVGU,149653.0,3.0
22.0,41.0,59.0,713664.0,498329.0,Polo G,Go Stupid,0.92,0.833,1.0,-3.18,1.0,0.253,0.0277,0.0,0.0596,0.645,141.033,spotify:track:74fV8TuLZKVzSIOOGu8wwI,165726.0,4.0
69.0,95.5,2.0,518658.0,420858.5,A Boogie Wit da Hoodie,Cinderella Story,0.639,0.5710000000000001,4.0,-7.332000000000002,1.0,0.511,0.272,0.0,0.14400000000000002,0.569,88.04700000000003,spotify:track:18AIesWCXvIbXu8RqQw1E1,185455.0,4.0
77.0,128.5,4.0,494648.0,294613.5,Tame Impala,Tomorrow's Dust,0.616,0.804,0.0,-5.568,1.0,0.0427,0.0124,0.0998,0.5529999999999999,0.627,99.002,spotify:track:666PdikRnUzdvjT9p5wWND,326840.0,4.0
82.0,142.0,4.0,456241.0,284190.0,Tame Impala,On Track,0.388,0.648,2.0,-5.5779999999999985,1.0,0.038,0.116,4.19e-06,0.08199999999999999,0.112,163.861,spotify:track:0IuE6FnXPCdZ8NLuuvJRhb,301787.0,4.0
84.0,110.5,2.0,440949.0,367728.0,A Boogie Wit da Hoodie,Hit 'Em Up (feat. Trap Manny),0.506,0.591,0.0,-8.427999999999999,1.0,0.386,0.258,0.0,0.154,0.752,169.752,spotify:track:7ExiKb3YCTGpaLPtFKzYUk,204420.0,3.0
85.0,138.0,5.0,439888.0,264419.0,Tame Impala,Is It True,0.731,0.664,0.0,-5.474,1.0,0.0302,0.00307,0.35,0.133,0.6609999999999999,118.018,spotify:track:6RZmhpvukfyeSURhf4kZ0d,239267.0,4.0
89.0,111.5,2.0,435275.0,366462.0,A Boogie Wit da Hoodie,DTB 4 Life,0.5660000000000001,0.6759999999999999,1.0,-6.05,1.0,0.128,0.00905,0.0,0.0878,0.123,84.68299999999998,spotify:track:4CXSzoyTD2MmedFArsSIUp,175107.0,4.0
90.0,110.0,2.0,434678.0,369476.0,Justin Bieber,Yummy - Summer Walker Remix,0.655,0.578,9.0,-5.711,0.0,0.0534,0.311,0.0,0.109,0.546,145.869,spotify:track:2FBpJGt00G0h1q0RHuqaGO,209213.0,4.0
100.0,121.5,2.0,406203.0,345658.0,A Boogie Wit da Hoodie,Another Day Gone (feat. Khalid),0.643,0.608,5.0,-8.446,0.0,0.152,0.0984,0.000101,0.247,0.564,156.974,spotify:track:63dg6LdBGxa0QA93M2snLA,188026.0,4.0
108.0,134.5,2.0,384394.0,326780.5,A Boogie Wit da Hoodie,Blood On My Denim,0.8420000000000001,0.52,7.0,-6.51,1.0,0.122,0.386,0.0,0.115,0.482,109.008,spotify:track:0LHWHUcUYhFAUkCt2q4Gad,196619.0,4.0
114.0,114.0,1.0,379068.0,379068.0,$uicideBoy$,All Dogs Go To Heaven,0.884,0.903,6.0,-3.672,0.0,0.2,0.274,0.000372,0.302,0.8390000000000001,75.02199999999998,spotify:track:3ljehcUqmUI7BHXpQZnwbh,153652.0,4.0
117.0,117.0,1.0,371532.0,371532.0,YG,Konclusions,0.6859999999999999,0.614,4.0,-7.897,0.0,0.36,0.103,0.0,0.0888,0.355,90.634,spotify:track:5SON8GFVi5chitOTgM8QIe,171158.0,4.0
118.0,153.0,2.0,371106.0,311605.0,A Boogie Wit da Hoodie,Calm Down (Bittersweet) [feat. Summer Walker],0.579,0.612,9.0,-4.685,1.0,0.111,0.221,0.0,0.108,0.425,133.366,spotify:track:1U5pPF8f6APVCoc6t2KfIB,183703.0,4.0
121.0,150.5,2.0,365476.0,310916.5,Kodak Black,Because Of You,0.474,0.573,1.0,-4.754,0.0,0.225,0.303,0.0,0.193,0.154,85.669,spotify:track:75N0cen8wTAlL5nPFprGoE,147253.0,4.0
133.0,163.5,2.0,347354.0,297742.0,Tame Impala,Glimmer,0.6729999999999999,0.627,5.0,-8.469,0.0,0.0377,0.136,0.424,0.366,0.7609999999999999,117.911,spotify:track:1unBUyjeQUDiJ8N89XiDrr,128827.0,4.0
137.0,161.0,2.0,343385.0,298753.5,Tame Impala,One More Hour,0.647,0.398,4.0,-8.63,1.0,0.0283,0.108,0.107,0.14800000000000002,0.32,102.029,spotify:track:0mO6oS60RST2sWmN2FKknP,432560.0,4.0
140.0,140.0,1.0,336823.0,336823.0,A Boogie Wit da Hoodie,Good Girls Gone Bad,0.6779999999999999,0.674,11.0,-6.175,1.0,0.0687,0.0849,0.0,0.0915,0.417,119.195,spotify:track:76MqbWX5us3UmGJImualTj,105675.0,3.0
47.0,148.0,11.0,547797.0,280570.0,YoungBoy Never Broke Again,Knocked Off,0.752,0.653,6.0,-4.607,0.0,0.293,0.0647,0.0,0.125,0.569,165.046,spotify:track:7MYFKS7XpVz1JQDK38pr8N,127983.0,4.0
159.0,159.0,1.0,310726.0,310726.0,Alec Benjamin,Oh My God,0.696,0.565,5.0,-7.237,0.0,0.0605,0.652,2.02e-06,0.121,0.599,156.11,spotify:track:2U12JbtnFSYa5Av5wEcEDX,187728.0,4.0
171.0,186.0,3.0,302063.0,241712.0,AJR,Bang!,0.74,0.516,1.0,-6.233,0.0,0.0507,0.0183,0.0,0.0558,0.698,139.918,spotify:track:53BHUFdQphHiZUUG3nx9zn,170858.0,4.0
173.0,173.0,1.0,300715.0,300715.0,A Boogie Wit da Hoodie,Right Back,0.632,0.6970000000000001,3.0,-4.659,1.0,0.438,0.128,0.0,0.156,0.526,83.505,spotify:track:4NY4FeAJyTd0fkkMI0POPn,162279.0,4.0
178.0,178.0,1.0,292734.0,292734.0,A Boogie Wit da Hoodie,Big Shit,0.753,0.53,5.0,-4.1960000000000015,1.0,0.16,0.353,1.36e-05,0.112,0.385,138.977,spotify:track:0dADaRjZfWrrXPAPr7qe75,152156.0,4.0
191.0,191.0,1.0,285741.0,285741.0,$uicideBoy$,I Wanna Be Romanticized,0.69,0.389,6.0,-8.96,0.0,0.127,0.0686,0.0,0.0501,0.135,79.003,spotify:track:2FtlcEcozzOwoDalMVXgh3,133747.0,4.0
197.0,197.0,1.0,280828.0,280828.0,A Boogie Wit da Hoodie,Streets Don't Love You,0.5489999999999999,0.456,1.0,-10.5,1.0,0.55,0.65,0.0,0.101,0.297,117.284,spotify:track:5IhS1ig4KRhO4TXH3uspCa,201623.0,5.0
37.0,105.0,55.0,580062.0,313309.0,Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",0.81,0.5660000000000001,5.0,-8.33,1.0,0.433,0.107,0.0,0.122,0.5820000000000001,142.069,spotify:track:4iiWcajF1fEUpwcUewc464,315346.0,4.0
42.0,55.0,55.0,515829.0,427272.0,24kGoldn,CITY OF ANGELS,0.6859999999999999,0.541,0.0,-4.993,0.0,0.0493,0.042,0.0,0.0675,0.7240000000000001,120.084,spotify:track:6ap9lSRJ0iLriGLqoJ44cq,112493.0,4.0
2.0,23.5,54.0,2309285.0,663150.0,The Weeknd,After Hours,0.664,0.5720000000000001,5.0,-6.099,0.0,0.0305,0.0811,0.00604,0.121,0.14300000000000002,108.959,spotify:track:2p8IUWQDrpjuFltbdgLOag,361027.0,4.0
26.0,152.5,54.0,622511.0,244115.5,Pop Smoke,Dior,0.5479999999999999,0.805,7.0,-5.732,1.0,0.35100000000000003,0.212,0.000389,0.408,0.648,142.094,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,216387.0,4.0
76.0,83.0,3.0,359940.0,353792.0,Pop Smoke,Welcome To The Party,0.637,0.723,2.0,-5.5470000000000015,1.0,0.091,0.0134,7.87e-05,0.196,0.228,143.013,spotify:track:0fIffclhgJC5h8AdMMVvkp,214960.0,4.0
123.0,128.5,2.0,290417.0,287657.0,Pop Smoke,War (feat. Lil Tjay) - Bonus,0.6409999999999999,0.76,6.0,-4.442,0.0,0.179,0.195,0.0,0.0768,0.59,141.82,spotify:track:2hYN1IVp5LGIsi5MpzcjVz,221827.0,4.0
177.0,185.0,2.0,247997.0,243556.5,Pop Smoke,Christopher Walking,0.773,0.7440000000000001,6.0,-5.1080000000000005,0.0,0.244,0.0114,0.0,0.066,0.764,141.004,spotify:track:2IT0T0EqPaUxasjl2o8J2G,190680.0,4.0
111.0,180.0,33.0,304022.0,226021.0,Pop Smoke,Dior (with Gunna) - Remix,0.73,0.816,7.0,-5.402,1.0,0.304,0.177,1.23e-05,0.415,0.8029999999999999,142.054,spotify:track:5R9k9x85lAYbamdUoKAJvj,230387.0,4.0
71.0,148.0,51.0,375405.0,255023.0,Brent Faiyaz,Trust,0.764,0.396,8.0,-8.566,1.0,0.159,0.227,7.54e-05,0.12,0.475,92.006,spotify:track:0oufSLnKQDoBFX5mgkDCgR,158421.0,4.0
21.0,65.0,53.0,701392.0,386683.0,Ashe,Moral of the Story,0.5720000000000001,0.406,10.0,-8.624,1.0,0.0427,0.5870000000000001,4.48e-06,0.102,0.265,119.812,spotify:track:2nC3QhMI9reBIOWutbU3Tj,201084.0,4.0
195.0,195.0,1.0,236339.0,236339.0,Pop Smoke,Invincible,0.5479999999999999,0.732,11.0,-5.652,0.0,0.336,0.125,0.0,0.269,0.612,142.791,spotify:track:792HwhrdO3ErRKL5yRe4Ge,127547.0,4.0
21.0,79.0,14.0,754372.0,382658.5,BTS,ON (Feat. Sia),0.591,0.848,9.0,-4.397,0.0,0.0828,0.13699999999999998,0.0,0.3720000000000001,0.386,105.922,spotify:track:3IB5qOeMayvpOdHxYCL5tZ,246816.0,4.0
26.0,104.0,21.0,709616.0,328003.0,Selena Gomez,Feel Me,0.71,0.8079999999999999,2.0,-6.7029999999999985,0.0,0.0433,0.44,0.000773,0.0734,0.392,99.989,spotify:track:6XXYdF6pJR1K3wKvuxmu7n,226003.0,4.0
25.0,86.5,16.0,654623.0,387718.5,BTS,ON,0.583,0.8170000000000001,9.0,-5.146,0.0,0.0987,0.118,0.0,0.338,0.438,105.936,spotify:track:2QyuXBcV1LJ2rq01KhreMF,246381.0,4.0
30.0,64.0,8.0,630448.0,381124.0,YoungBoy Never Broke Again,Red Eye,0.485,0.8140000000000001,9.0,-3.907,1.0,0.138,0.217,0.0,0.112,0.327,159.894,spotify:track:3qHgGyJY4GpXNOK4WL4NSo,156077.0,4.0
38.0,72.0,8.0,587178.0,362772.0,BTS,Filter,0.7809999999999999,0.762,10.0,-5.188,0.0,0.0626,0.0222,0.0,0.121,0.86,110.042,spotify:track:0ono6UCNVZ1XqOm6j78Blu,180221.0,4.0
40.0,68.0,8.0,577706.0,369850.0,BTS,UGH!,0.72,0.8240000000000001,10.0,-5.086,0.0,0.128,0.0394,0.0,0.0509,0.333,165.998,spotify:track:1aKuG1GG76xPLUkjBbQo3W,225012.0,4.0
42.0,69.0,7.0,570749.0,368143.0,BTS,Louder than bombs,0.643,0.667,0.0,-6.9929999999999986,0.0,0.152,0.0433,0.0,0.0904,0.485,145.999,spotify:track:3op7HNwLli54MBjFGzIlZO,217404.0,4.0
45.0,132.0,6.0,554145.0,274616.5,Trippie Redd,The Way,0.789,0.564,1.0,-9.513,0.0,0.166,0.17,1.03e-05,0.138,0.52,145.97,spotify:track:54JD6jMGpa3tLAgkSYdLwf,243287.0,4.0
