rank,date,artist,title,max_streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
183,2018-10-02,Ava Max,Sweet but Psycho,590175,0.7190000000000001,0.7040000000000001,1.0,-4.724,1.0,0.0476,0.0691,0.0,0.166,0.628,133.002,spotify:track:25sgk305KZfyuqVBQIahim,187436.0,4.0
189,2018-10-03,YoungBoy Never Broke Again,Murda (feat. Trippie Redd),236094,0.691,0.5660000000000001,4.0,-5.212999999999999,0.0,0.22699999999999998,0.28,0.0,0.106,0.29100000000000004,147.982,spotify:track:2CEXhYY4cGmjyTyZJw7Wo0,183682.0,4.0
117,2018-10-04,Halsey,Without Me,1345243,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.5329999999999999,136.041,spotify:track:5p7ujcrUXASCNwRaWNHR1C,201661.0,4.0
1,2018-10-05,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",1813449,0.753,0.6859999999999999,1.0,-5.415,0.0,0.284,0.0677,0.0,0.193,0.8859999999999999,132.055,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,194732.0,4.0
5,2018-10-05,6ix9ine,STOOPID,1459751,0.7240000000000001,0.685,3.0,-4.0680000000000005,0.0,0.321,0.114,0.0,0.1,0.862,150.016,spotify:track:1KWLyoPChJrBQFscO8NW8D,143250.0,4.0
16,2018-10-05,Lil Baby,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),1043244,0.8590000000000001,0.506,10.0,-8.115,0.0,0.418,0.105,0.0,0.113,0.153,140.97299999999998,spotify:track:6PoKfDY78ih5OveWirggRX,187465.0,4.0
19,2018-10-05,Lil Baby,Business Is Business (Lil Baby & Gunna),961616,0.821,0.636,7.0,-6.037999999999999,0.0,0.0899,0.28800000000000003,0.0,0.10400000000000001,0.4,142.00799999999998,spotify:track:7roKDmJDOzkpfGpUQJ5EnL,162268.0,4.0
22,2018-10-05,Twenty One Pilots,Morph,896893,0.7340000000000001,0.607,8.0,-7.249,0.0,0.0806,0.0747,0.0005769999999999999,0.0968,0.518,90.023,spotify:track:01vv2AjxgP4uUyb8waYO5Y,258853.0,4.0
27,2018-10-05,Lil Baby,Belly (Lil Baby & Gunna),809308,0.7659999999999999,0.6920000000000001,1.0,-5.343,1.0,0.0705,0.175,0.0,0.0844,0.426,120.02799999999999,spotify:track:1yQvL8SzbF5JCroRKk9F07,191724.0,4.0
36,2018-10-05,Lil Baby,Deep End (Lil Baby & Gunna),720781,0.6579999999999999,0.535,11.0,-8.197000000000001,1.0,0.515,0.257,0.0,0.0981,0.395,150.055,spotify:track:16QjPRt5HYK0dnLGmGRCvf,174662.0,4.0
39,2018-10-05,Gunna,World Is Yours (Lil Baby & Gunna),698378,0.8340000000000001,0.557,6.0,-7.148,1.0,0.5429999999999999,0.113,0.0,0.0694,0.575,109.867,spotify:track:0p0jvYdazuWBMC8QacxpUH,157199.0,4.0
40,2018-10-05,Anderson .Paak,Tints (feat. Kendrick Lamar),682875,0.805,0.833,1.0,-6.73,0.0,0.12,0.0859,0.0,0.0578,0.703,109.07600000000001,spotify:track:7c3SbTuufigBWURcICnAWy,268400.0,4.0
42,2018-10-05,Lil Baby,I Am (Lil Baby & Gunna),664895,0.8220000000000001,0.461,1.0,-6.506,1.0,0.449,0.32799999999999996,0.0,0.122,0.268,130.003,spotify:track:3F57PtOdqRpD6euFYqtKXX,145060.0,4.0
43,2018-10-05,Lil Baby,Underdog (Lil Baby & Gunna),658968,0.7909999999999999,0.735,5.0,-4.763999999999999,0.0,0.16,0.0427,0.0,0.134,0.49700000000000005,144.985,spotify:track:2Am26UXisQ91vBLYdqd7Pa,211853.0,4.0
45,2018-10-05,Twenty One Pilots,Chlorine,642510,0.609,0.674,10.0,-7.388,0.0,0.0548,0.0735,0.06,0.345,0.315,90.009,spotify:track:23OXdR7YuUBVWh5hSnYJau,324467.0,4.0
46,2018-10-05,Lil Baby,Close Friends (Lil Baby & Gunna),632381,0.6759999999999999,0.578,10.0,-4.669,0.0,0.375,0.0509,0.0,0.0796,0.698,158.89600000000002,spotify:track:5nzhL67GpF9szXWg5y509A,203881.0,4.0
51,2018-10-05,Lil Pump,Multi Millionaire (feat. Lil Uzi Vert),609829,0.856,0.82,1.0,-3.813,1.0,0.0962,0.0226,0.0,0.168,0.723,146.009,spotify:track:7q8cy4uoA2itYATsKeXhcq,170959.0,4.0
53,2018-10-05,Lil Baby,My Jeans (Lil Baby & Gunna feat. Young Thug),584836,0.435,0.715,11.0,-5.869,1.0,0.18600000000000003,0.11900000000000001,0.0,0.531,0.382,100.57600000000001,spotify:track:4T7cJdrTRqOBESPYfvfj2x,196448.0,5.0
57,2018-10-05,Twenty One Pilots,Smithereens,552068,0.764,0.5479999999999999,6.0,-7.627000000000001,1.0,0.14,0.29600000000000004,1.01e-05,0.0769,0.519,151.02,spotify:track:5G6Gt9RtNaeIE418pd4yre,177040.0,4.0
61,2018-10-05,Twenty One Pilots,Neon Gravestones,543985,0.73,0.42700000000000005,11.0,-9.834,0.0,0.138,0.379,0.000309,0.0893,0.392,149.45,spotify:track:0sXvjZV7p4uvyPN4uQo3FH,240267.0,3.0
66,2018-10-05,Lil Baby,Seals Pills (Lil Baby & Gunna),524136,0.624,0.541,9.0,-7.162000000000001,0.0,0.0496,0.0137,1.01e-06,0.106,0.368,156.089,spotify:track:7HLglWbzDheHZ3VZUbxGLC,176331.0,4.0
71,2018-10-05,Gunna,Style Stealer (Lil Baby & Gunna),509742,0.8079999999999999,0.523,1.0,-7.034,0.0,0.0605,0.0741,0.000295,0.0957,0.321,155.998,spotify:track:1jzOG0T6JjvaOoHgzl91Nd,185382.0,4.0
74,2018-10-05,Twenty One Pilots,The Hype,501969,0.53,0.816,9.0,-6.149,1.0,0.0503,0.0105,0.00061,0.379,0.371,87.01899999999999,spotify:track:7I3skNaQdvZSS7zXY2VHId,265373.0,4.0
93,2018-10-05,Twenty One Pilots,Cut My Lip,445116,0.6409999999999999,0.561,4.0,-5.856,1.0,0.0355,0.12,0.0021,0.358,0.6779999999999999,111.93799999999999,spotify:track:6gFtgkh8ShkrJn52Cbdhxy,282613.0,4.0
94,2018-10-05,Twenty One Pilots,Pet Cheetah,434512,0.653,0.684,7.0,-7.0520000000000005,0.0,0.19899999999999998,0.0615,0.00038700000000000003,0.27,0.355,110.04899999999999,spotify:track:7daBwTiPNOVgoMUG4SICgh,198360.0,4.0
96,2018-10-05,Twenty One Pilots,Bandito,426701,0.6609999999999999,0.52,11.0,-8.367,0.0,0.027999999999999997,0.256,0.0246,0.105,0.42700000000000005,127.089,spotify:track:5INKIG4QNuD4xq7qZcfPzp,330987.0,4.0
102,2018-10-05,Twenty One Pilots,Legend,402687,0.716,0.575,0.0,-6.209,1.0,0.0368,0.0948,0.00025699999999999996,0.0829,0.797,85.93700000000001,spotify:track:1CDVadnneswMxi6gBqJTtC,172560.0,4.0
113,2018-10-05,Twenty One Pilots,Leave the City,371079,0.506,0.379,4.0,-11.64,0.0,0.0334,0.726,0.00458,0.0956,0.299,134.985,spotify:track:5HCXMBxZIVaVLXpyoqPM3g,280493.0,4.0
134,2018-10-05,Charli XCX,1999,310069,0.7390000000000001,0.742,7.0,-4.586,1.0,0.0329,0.0227,1.39e-06,0.22899999999999998,0.659,124.016,spotify:track:05mAIVLkIWc2d1UBYZBCp8,189000.0,4.0
163,2018-10-05,Alessia Cara,Trust My Lonely,279603,0.613,0.6679999999999999,0.0,-6.1339999999999995,1.0,0.162,0.00421,2.04e-06,0.324,0.622,150.173,spotify:track:7eXT7U3FKrOM88xr1DsNwc,199747.0,4.0
170,2018-10-05,LANY,Malibu Nights,270164,0.5589999999999999,0.42200000000000004,11.0,-11.89,1.0,0.195,0.701,1.99e-06,0.0853,0.191,74.002,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,286928.0,4.0
193,2018-10-05,T.I.,Jefe (feat. Meek Mill),253021,0.713,0.825,2.0,-5.25,1.0,0.28800000000000003,0.0925,0.0,0.58,0.742,127.95,spotify:track:595Sl1FDWMXRUktv5LO2gD,208486.0,4.0
180,2018-10-07,Lady Gaga,Always Remember Us This Way,519902,0.5529999999999999,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.29600000000000004,129.976,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,210200.0,4.0
12,2018-10-11,Bad Bunny,MIA (feat. Drake),2409584,0.8170000000000001,0.539,6.0,-6.349,0.0,0.0621,0.0141,0.000496,0.099,0.158,97.06200000000001,spotify:track:116H0KvKr2Zl4RPuVBruDO,210368.0,4.0
1,2018-10-12,Kodak Black,ZEZE (feat. Travis Scott & Offset),2823276,0.861,0.603,8.0,-5.787999999999999,0.0,0.17600000000000002,0.0521,0.0,0.0924,0.504,98.04299999999999,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,228760.0,4.0
3,2018-10-12,Quavo,PASS OUT (feat. 21 Savage),1518689,0.917,0.7859999999999999,11.0,-4.921,0.0,0.20800000000000002,0.0403,0.0,0.195,0.441,143.03799999999998,spotify:track:3edzl4zvKFi0D3iuF6cs2f,224903.0,4.0
12,2018-10-12,Quavo,FLIP THE SWITCH (feat. Drake),1098540,0.853,0.637,3.0,-5.9239999999999995,0.0,0.331,0.129,0.0,0.267,0.496,86.04799999999999,spotify:track:1rlIrbWboTRGeKfHhgbJRZ,156195.0,4.0
23,2018-10-12,Quavo,BIGGEST ALLEY OOP,835555,0.86,0.408,0.0,-5.388999999999999,1.0,0.18899999999999997,0.166,0.0,0.111,0.0548,75.48100000000001,spotify:track:6Q36XucqrejMId3RydVhch,180960.0,4.0
28,2018-10-12,Quavo,RERUN (feat. Travis Scott),793077,0.684,0.7909999999999999,5.0,-4.435,1.0,0.309,0.0939,0.0,0.359,0.529,153.99200000000002,spotify:track:0JYAsQJWIuaYUvZGF1qapT,236948.0,4.0
36,2018-10-12,Quavo,LOSE IT (feat. Lil Baby),692141,0.9620000000000001,0.573,7.0,-5.9239999999999995,1.0,0.308,0.0161,0.0,0.109,0.728,125.035,spotify:track:69PkhA9q3xCWU2CzoZnLAu,237655.0,4.0
37,2018-10-12,Quavo,HUNCHO DREAMS,682858,0.831,0.528,2.0,-7.635,1.0,0.534,0.0894,2.58e-05,0.396,0.23199999999999998,153.987,spotify:track:7pVzUPjJ83QojsVcOthmxP,211963.0,4.0
43,2018-10-12,Quavo,GIVE IT TO EM (feat. Saweetie),601986,0.879,0.491,11.0,-7.459,0.0,0.33899999999999997,0.013000000000000001,0.0,0.11199999999999999,0.22399999999999998,152.00799999999998,spotify:track:1kvt3N2KmoSAunaEJNrgNM,182440.0,4.0
49,2018-10-12,Quavo,SHINE,536282,0.865,0.612,4.0,-6.316,1.0,0.384,0.0487,0.0,0.157,0.607,165.023,spotify:track:1yHdfeCpeKPmSzQdfqHtq8,163824.0,4.0
55,2018-10-12,Quavo,KEEP THAT SHIT (feat. Takeoff),505241,0.875,0.7170000000000001,5.0,-7.236000000000001,1.0,0.18899999999999997,0.0708,0.000495,0.0949,0.607,153.037,spotify:track:2QApWGconWQE8BjaNfh7ik,176112.0,4.0
60,2018-10-12,Quavo,CHAMPAGNE ROSÉ (feat. Madonna & Cardi B),488587,0.86,0.6809999999999999,2.0,-7.016,0.0,0.163,0.0372,2.51e-06,0.0749,0.846,153.993,spotify:track:2i4WKnGYntsN4jEvDjkKBE,246741.0,4.0
62,2018-10-12,Quavo,FUCK 12 (feat. Offset),486659,0.841,0.6779999999999999,0.0,-4.664,0.0,0.18899999999999997,0.767,0.0,0.4,0.7170000000000001,121.023,spotify:track:2jBQmxZpQxF8jJfEdjJ9Qv,264920.0,4.0
68,2018-10-12,Quavo,HOW BOUT THAT?,446968,0.8270000000000001,0.8190000000000001,3.0,-4.302,0.0,0.14800000000000002,0.00525,0.0,0.184,0.325,145.016,spotify:track:7H0NHzIEzCoIENLC2o8Obj,160644.0,4.0
69,2018-10-12,Quavo,LOST (feat. Kid Cudi),446305,0.9079999999999999,0.499,6.0,-7.792999999999999,0.0,0.642,0.267,0.0,0.078,0.114,132.968,spotify:track:2H5CLUmtvo2VHEeWzMtUqW,278760.0,4.0
71,2018-10-12,Little Mix,Woman Like Me (feat. Nicki Minaj),502051,0.754,0.8540000000000001,5.0,-3.449,0.0,0.0608,0.177,0.0,0.0808,0.8,75.002,spotify:track:222B3aljXx6fFwKmFjuBED,229720.0,4.0
83,2018-10-12,Quavo,GO ALL THE WAY,389078,0.815,0.737,7.0,-4.474,0.0,0.0447,0.25,1.55e-06,0.18600000000000003,0.767,105.056,spotify:track:5EOF6DK6p9KycvqZwGcQzh,196519.0,4.0
86,2018-10-12,Quavo,SWING (feat. Normani & Davido),383198,0.76,0.603,5.0,-5.898,1.0,0.12,0.37200000000000005,0.0,0.11199999999999999,0.515,97.887,spotify:track:5KDfDLEaGAQ2uyuzsWByVa,303889.0,4.0
118,2018-10-12,Quavo,BIG BRO,320133,0.857,0.6729999999999999,1.0,-7.611000000000001,1.0,0.322,0.337,0.0,0.126,0.465,154.988,spotify:track:4nTTGWjZ7IeHBdnDnxeiES,216720.0,4.0
135,2018-10-12,Ella Mai,Gut Feeling (feat. H.E.R.),292777,0.604,0.551,10.0,-5.768,0.0,0.0478,0.406,0.0,0.395,0.423,76.067,spotify:track:1dxy88oPzmIN9QAyCNfXmW,236384.0,4.0
150,2018-10-12,Ella Mai,Whatchamacallit (feat. Chris Brown),268222,0.6559999999999999,0.616,5.0,-4.668,1.0,0.0392,0.17,0.0,0.21899999999999997,0.26899999999999996,98.87100000000001,spotify:track:1YLfaRr3QIW1fF3nvDO0gX,179411.0,4.0
161,2018-10-12,Belly,Immigrant,260266,0.698,0.835,1.0,-4.8469999999999995,0.0,0.414,0.556,0.0,0.209,0.6459999999999999,89.11,spotify:track:7xV2KiZcW7oUCUyYWzrxnC,232853.0,4.0
188,2018-10-12,Shawn Mendes,Under Pressure,234322,0.667,0.478,2.0,-5.345,1.0,0.0316,0.2,0.0,0.0927,0.337,113.50200000000001,spotify:track:2fLyikLZmHxW4XdToFpDdN,233029.0,4.0
195,2018-10-14,Avril Lavigne,Head Above Water,271881,0.578,0.6940000000000001,5.0,-5.351,1.0,0.0706,0.0112,0.0,0.102,0.268,129.921,spotify:track:7gY3cyGcB2wnk2xDXiA0pe,220850.0,4.0
181,2018-10-15,Lady Gaga,Look What I Found,238211,0.8490000000000001,0.493,1.0,-4.1,0.0,0.0417,0.456,0.000463,0.133,0.447,97.012,spotify:track:1l9G7M8gNyQsgOGWZGoQsT,175240.0,4.0
196,2018-10-15,Bradley Cooper,Maybe It's Time,196709,0.6990000000000001,0.282,7.0,-7.65,1.0,0.0374,0.7979999999999999,1.23e-06,0.0981,0.359,79.77600000000001,spotify:track:6jMbPsH6lTOLs5n8Af26AG,159293.0,4.0
35,2018-10-16,Future,Fine China,1715989,0.6559999999999999,0.542,7.0,-7.358,1.0,0.32299999999999995,0.0484,0.0,0.126,0.551,166.111,spotify:track:5274I4mUMnYczyeXkGDWZN,141587.0,4.0
42,2018-10-17,Billie Eilish,when the party's over,1592762,0.36700000000000005,0.111,4.0,-14.084000000000001,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.64200000000001,spotify:track:43zdsphuZLzwA9k4DJhU0I,196077.0,4.0
108,2018-10-17,Camila Cabello,Consequences - orchestra,355832,0.547,0.289,0.0,-8.131,1.0,0.0348,0.645,0.0,0.14800000000000002,0.213,104.851,spotify:track:1ArLnG0bHaHPXqf08sEKM0,181913.0,3.0
166,2018-10-17,Joji,TEST DRIVE,431055,0.6459999999999999,0.648,3.0,-8.602,1.0,0.0372,0.71,0.00316,0.10800000000000001,0.466,75.00399999999999,spotify:track:1DMEzmAoQIikcL52psptQL,179423.0,4.0
117,2018-10-18,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2118242,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.9129999999999999,89.911,spotify:track:3KkXRkHbMCARz0aVfEt68P,158040.0,4.0
10,2018-10-19,Khalid,Vertigo,1184701,0.48700000000000004,0.45799999999999996,4.0,-7.761,0.0,0.0371,0.552,0.0257,0.11699999999999999,0.207,115.98899999999999,spotify:track:7stcuQtnHL7C6XdPvpwywv,270413.0,4.0
14,2018-10-19,Future,Jet Lag (feat. Young Scooter),1053615,0.81,0.45799999999999996,4.0,-7.495,0.0,0.105,0.266,0.0,0.174,0.493,125.04899999999999,spotify:track:2OsDoAzo5SGq10qwmKSQBv,271067.0,4.0
16,2018-10-19,Khalid,Suncity (feat. Empress Of),1021784,0.6940000000000001,0.63,7.0,-6.84,0.0,0.162,0.0998,0.0006349999999999999,0.12,0.341,90.045,spotify:track:6SkHm6poyKfzV6kc9any8k,189493.0,4.0
21,2018-10-19,Future,Astronauts,914548,0.732,0.586,1.0,-7.867999999999999,1.0,0.23199999999999998,0.0402,2.66e-06,0.121,0.73,76.48,spotify:track:2vs5ubqg8QUbfyWZpMfvWe,169920.0,4.0
26,2018-10-19,Khalid,Saturday Nights,965483,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,spotify:track:5kfNriitmkNE8mUbZ7gbq8,210667.0,4.0
27,2018-10-19,Future,Red Bentley (feat. Young Thug),819089,0.903,0.609,10.0,-7.555,0.0,0.237,0.0301,1.6100000000000002e-05,0.179,0.268,149.991,spotify:track:3fFBZvG777xoKyvcrBq7lc,207867.0,4.0
29,2018-10-19,Juice WRLD,Make It Back,804931,0.75,0.387,1.0,-10.123,0.0,0.48700000000000004,0.122,0.0,0.0993,0.7390000000000001,143.019,spotify:track:2EhJijFUs0WUmNClDBpYJq,102560.0,4.0
31,2018-10-19,Future,Hard Work Pays Off,778533,0.736,0.48200000000000004,4.0,-8.242,1.0,0.196,0.327,0.0,0.22899999999999998,0.608,140.064,spotify:track:6gzIcEUuswJQGfJNPYMjjv,224507.0,4.0
36,2018-10-19,Future,Oxy (feat. Lil Wayne),718744,0.8109999999999999,0.526,8.0,-7.002999999999999,1.0,0.161,0.007790000000000001,0.0642,0.13,0.248,149.954,spotify:track:0nWMTq3fBceV1uZlhFn6of,180080.0,4.0
37,2018-10-19,Future,7 Am Freestyle,703549,0.951,0.401,0.0,-8.92,0.0,0.41100000000000003,0.0185,0.0,0.149,0.539,129.976,spotify:track:1hHe7cirScEJWgAS0JFqTL,192907.0,4.0
40,2018-10-19,Khalid,Motion,686428,0.5539999999999999,0.61,0.0,-7.229,1.0,0.0804,0.0982,0.0812,0.561,0.49700000000000005,80.94800000000001,spotify:track:65DzdjRWH35DNsBZBjW523,235880.0,4.0
42,2018-10-19,Lil Yachty,Get Dripped (feat. Playboi Carti),668410,0.95,0.489,8.0,-8.411,1.0,0.462,0.105,0.0,0.41100000000000003,0.919,130.02100000000002,spotify:track:3m2aDCqn8eT5ElXDUiboGU,158769.0,4.0
44,2018-10-19,Future,Transformer (feat. Nicki Minaj),659515,0.753,0.616,2.0,-7.34,1.0,0.165,0.00151,7.1e-06,0.29100000000000004,0.287,156.83,spotify:track:2MfcvcvWSUkstTDZXYIakq,196333.0,4.0
45,2018-10-19,Khalid,9.13,658176,0.289,0.451,2.0,-15.013,1.0,0.0538,0.975,0.9420000000000001,0.222,0.59,131.72,spotify:track:7EROK3PMgkCG3wdwcbeauW,55720.0,3.0
47,2018-10-19,Future,Realer N Realer,635518,0.73,0.465,1.0,-6.29,1.0,0.278,0.0117,0.0,0.28,0.36700000000000005,148.028,spotify:track:4VMiNOpnjRwSCwmHaUfOMM,170920.0,4.0
50,2018-10-19,Future,Different (feat. Yung Bans),628027,0.456,0.516,8.0,-10.512,1.0,0.45899999999999996,0.098,0.0,0.115,0.684,77.058,spotify:track:3thLnNvO9IctWoccbsZyJV,151013.0,4.0
51,2018-10-19,Future,Shorty,605696,0.795,0.386,10.0,-10.638,1.0,0.18,0.245,0.0,0.0973,0.619,131.971,spotify:track:5ExHDzOoOhC4xZGPh9zyQZ,121000.0,4.0
54,2018-10-19,Future,WRLD On Drugs,581896,0.8190000000000001,0.7190000000000001,1.0,-8.084,1.0,0.168,0.0172,1.11e-05,0.107,0.575,149.97,spotify:track:3xBHLZwRfi0fjO9euaj5zf,217000.0,4.0
56,2018-10-19,Khalid,Salem's Interlude,568714,0.479,0.485,7.0,-12.302,0.0,0.162,0.963,0.6579999999999999,0.152,0.457,80.933,spotify:track:0v75ti1d2M6pd0sC42UNNN,81933.0,4.0
69,2018-10-19,Dua Lipa,Kiss and Make Up,564657,0.6779999999999999,0.7290000000000001,8.0,-4.188,1.0,0.13699999999999998,0.0658,0.0,0.303,0.643,99.895,spotify:track:7jr3iPu4O4bTCVwLMbdU2i,189173.0,4.0
70,2018-10-19,Future,No Issue,510924,0.818,0.44299999999999995,5.0,-11.444,0.0,0.40399999999999997,0.114,0.0,0.41200000000000003,0.722,74.491,spotify:track:7L95O7D34EWhwtDCQkwGMR,184960.0,4.0
71,2018-10-19,Lil Yachty,SaintLaurentYSL (feat. Lil Baby),507248,0.8859999999999999,0.303,10.0,-11.199000000000002,1.0,0.792,0.521,0.0,0.16899999999999998,0.322,127.98100000000001,spotify:track:1Wc1SQwiThvSu9dMc5opth,168439.0,4.0
72,2018-10-19,Lil Yachty,Yacht Club (feat. Juice WRLD),507159,0.721,0.508,7.0,-7.496,1.0,0.39399999999999996,0.317,0.0,0.153,0.457,159.911,spotify:track:5R2rsbwCDXORX2tLfprRmM,166343.0,4.0
74,2018-10-19,Lil Peep,Cry Alone,489785,0.637,0.856,1.0,-5.649,1.0,0.0337,0.0366,0.0308,0.0809,0.285,160.06799999999998,spotify:track:4kQazx3VMaDKUG1IIaC94i,167107.0,4.0
84,2018-10-19,Future,Afterlife,440032,0.5770000000000001,0.488,11.0,-8.252,1.0,0.418,0.0895,1.1e-05,0.10300000000000001,0.115,108.238,spotify:track:4hEbkVAl2qRs8vZy03tsDi,214253.0,5.0
89,2018-10-19,Jon Bellion,Conversations with my Wife,421433,0.496,0.48700000000000004,6.0,-7.002999999999999,1.0,0.0301,0.0222,1.85e-05,0.638,0.321,138.187,spotify:track:1EAZ0APxPiVuzDb7R5TfVI,206210.0,4.0
90,2018-10-19,Zara Larsson,Ruin My Life,610749,0.665,0.6990000000000001,11.0,-5.265,1.0,0.0578,0.423,0.0,0.0969,0.585,124.896,spotify:track:5tAa8Uaqr4VvA3693mbIhU,190932.0,4.0
109,2018-10-19,The 1975,It's Not Living (If It's Not With You),357004,0.618,0.8370000000000001,1.0,-5.337999999999999,1.0,0.0304,0.000254,0.00037799999999999997,0.0618,0.526,121.227,spotify:track:3TgMcrV32NUKjEG2ujn9eh,248336.0,4.0
119,2018-10-19,Tory Lanez,DrIP DrIp Drip (feat. Meek Mill),332736,0.71,0.8140000000000001,10.0,-4.575,1.0,0.0561,0.162,0.0,0.16,0.7140000000000001,155.02,spotify:track:2Ny2S1Qawr4QpzeuT62qK6,230440.0,4.0
122,2018-10-19,Lil Yachty,Gimmie My Respect - Intro,327520,0.835,0.614,11.0,-7.206,1.0,0.247,0.0419,0.0,0.0906,0.248,142.018,spotify:track:28uC3JDFpW3Y18EPU5hGAF,108169.0,4.0
128,2018-10-19,Lil Yachty,Who Want The Smoke? (feat. Cardi B & Offset),317204,0.902,0.753,7.0,-3.955,1.0,0.29600000000000004,0.105,0.0,0.159,0.545,140.018,spotify:track:3wqjGZfKW36WhUeLHTlKzg,198855.0,4.0
140,2018-10-19,Joyner Lucas,I Love,309704,0.6709999999999999,0.565,11.0,-7.401,0.0,0.16,0.27399999999999997,6.51e-05,0.37,0.561,150.014,spotify:track:30z4LVkScpeNhwHFIB8Ewa,210197.0,4.0
149,2018-10-19,Lil Yachty,Riley From The Boondocks,291465,0.884,0.59,8.0,-4.886,1.0,0.377,0.0195,0.0,0.10800000000000001,0.34600000000000003,74.947,spotify:track:5OqDJGoh8DpiN0Y1CgNVgr,185137.0,4.0
165,2018-10-19,Lil Mosey,Kamikaze,375436,0.792,0.5710000000000001,8.0,-7.539,0.0,0.094,0.301,0.0,0.1,0.556,99.999,spotify:track:3to5UxKsozb4T6CfwHuhLJ,139200.0,4.0
170,2018-10-19,ZAYN,Fingers,260612,0.522,0.434,7.0,-9.237,0.0,0.179,0.34600000000000003,9.01e-06,0.107,0.5589999999999999,106.67200000000001,spotify:track:00wyFkzeyMt0qsiQvs9aUE,171240.0,5.0
172,2018-10-19,Lil Yachty,Forever World (feat. Trippie Redd),258197,0.578,0.523,11.0,-8.522,0.0,0.213,0.589,5.2300000000000004e-05,0.37799999999999995,0.47600000000000003,172.067,spotify:track:1tKvqOrnJ0zhAuFS6yfNTk,301395.0,5.0
187,2018-10-19,Lil Yachty,We Outta Here! (feat. Young Nudy),245515,0.972,0.322,1.0,-5.31,1.0,0.273,0.0072,0.000125,0.11800000000000001,0.207,125.00399999999999,spotify:track:3UbBCQJ0SI9QDgtTY4lEHY,232320.0,4.0
197,2018-10-19,Kane Brown,Good as You,246126,0.634,0.516,8.0,-6.05,1.0,0.0373,0.4,0.0,0.142,0.769,153.83100000000002,spotify:track:19kUPdKTp85q9RZNwaXM15,192053.0,4.0
166,2018-10-22,Trippie Redd,Topanga,1161478,0.755,0.615,4.0,-8.245,1.0,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,215364.0,4.0
85,2018-10-23,Cardi B,Money,1148815,0.95,0.59,8.0,-6.507999999999999,0.0,0.29,0.00534,0.0,0.11,0.21899999999999997,130.003,spotify:track:2GGMabyHXnJmjY6CXhhB2e,183527.0,4.0
62,2018-10-25,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),1592205,0.703,0.723,9.0,-5.45,0.0,0.0412,0.0302,2.06e-06,0.126,0.28800000000000003,104.969,spotify:track:2LskIZrCeLxRvCiGP8gxlh,198903.0,4.0
121,2018-10-25,Steve Aoki,Waste It On Me (feat. BTS),632635,0.669,0.684,7.0,-4.595,1.0,0.0585,0.252,0.0,0.72,0.466,96.09700000000001,spotify:track:2FWyJIT0gL2G3xWVQ9Id5f,192537.0,4.0
172,2018-10-25,Normani,Checklist (with Calvin Harris) (feat. WizKid),494615,0.89,0.624,1.0,-3.966,1.0,0.10300000000000001,0.0944,5.16e-06,0.0903,0.762,116.046,spotify:track:5xesHO6GLWTrjsKOjAXRmf,169814.0,4.0
32,2018-10-26,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),661749,0.574,0.758,1.0,-5.029,0.0,0.0621,0.0969,0.0,0.395,0.49200000000000005,144.111,spotify:track:5JEx7HbmvHQQswJCsoo9rA,182623.0,4.0
46,2018-10-26,Takeoff,Last Memory,715717,0.8540000000000001,0.708,1.0,-5.805,0.0,0.244,0.175,0.0,0.24100000000000002,0.172,118.03200000000001,spotify:track:1fvCggAYrW0VtCljtqv4h2,162133.0,4.0
54,2018-10-26,Tory Lanez,MiAMi (feat. Gunna),509018,0.674,0.862,7.0,-3.4,1.0,0.231,0.0189,0.0,0.113,0.35700000000000004,160.07299999999998,spotify:track:3Z52thjMFyjbF5L35dcBwG,244470.0,4.0
59,2018-10-26,Kygo,Happy Now,496178,0.693,0.575,9.0,-6.997999999999999,1.0,0.0801,0.374,0.0,0.252,0.49200000000000005,117.999,spotify:track:14sOS5L36385FJ3OL8hew4,211362.0,4.0
65,2018-10-26,Joji,NO FUN,458989,0.809,0.483,5.0,-6.886,1.0,0.0487,0.8,0.0,0.221,0.715,96.97399999999999,spotify:track:4sbtM9ORGwmxGkXfctXbJq,168418.0,4.0
