artist,days,median danceability,median energy,median loudness,median speechiness,median acousticness,median liveness,median valence,median tempo,pc1,pc2,cluster
Regard,77.0,0.88,0.7509999999999999,-4.258,0.0874,0.177,0.106,0.884,117.948,0.3898901246878501,-1.5224523555929996,2
Gang Starr,2.0,0.72,0.768,-3.804,0.285,0.17600000000000002,0.11800000000000001,0.7090000000000001,90.17299999999999,0.5521339080752273,-1.2660533575928734,2
TWICE,2.0,0.7090000000000001,0.9590000000000001,-1.339,0.0603,0.0296,0.107,0.644,128.983,1.2912803869462117,-2.419954070581323,2
j-hope,1.0,0.826,0.8170000000000001,-4.081,0.0921,0.00502,0.294,0.168,97.053,2.2424245388014397,0.005149541446447739,4
Ashnikko,22.0,0.772,0.637,-6.881,0.114,0.0045899999999999995,0.0778,0.54,149.906,-0.3839955584214215,-1.2622351675184398,2
Dermot Kennedy,4.0,0.614,0.684,-5.79,0.157,0.247,0.0976,0.258,156.85,-0.41566122979725834,-0.7813196253079624,5
Internet Money,103.0,0.63,0.6709999999999999,-6.659,0.256,0.363,0.113,0.33299999999999996,89.921,-0.6088058439699211,-0.1869597303553874,5
Arizona Zervas,238.0,0.7215,0.588,-5.783,0.1207,0.0826,0.28300000000000003,0.5365,108.411,1.4804875750597162,0.6987441702203124,4
Black Eyed Peas,120.0,0.721,0.716,-7.037000000000001,0.0657,0.0334,0.237,0.667,104.994,1.1482266762156992,0.2231356154539812,4
Kaash Paige,8.0,0.6409999999999999,0.355,-10.599,0.0906,0.831,0.11,0.45299999999999996,120.03200000000001,-2.5117869367008887,1.617522949321478,1
Little Nell,1.0,0.387,0.665,-11.323,0.225,0.145,0.092,0.541,174.896,-1.1632455364103444,0.2234410336815595,1
Screamin' Jay Hawkins,1.0,0.733,0.39899999999999997,-12.085999999999999,0.094,0.59,0.0766,0.9,173.78099999999998,-2.341378612161641,0.9042693263775488,1
Ant Saunders,104.0,0.866,0.43799999999999994,-8.943,0.0719,0.177,0.0743,0.695,129.039,-1.3160253763328522,-0.43525234050763667,5
JP Saxe,150.0,0.46399999999999997,0.473,-10.086,0.129,0.866,0.109,0.604,75.801,-2.3355275896069028,1.5998801582008502,1
KAROL G,146.0,0.8029999999999999,0.715,-3.28,0.298,0.295,0.0574,0.574,101.085,-0.20382656936943663,-1.716060195790101,2
Trevor Daniel,153.0,0.784,0.43,-8.756,0.0364,0.12300000000000001,0.0887,0.23600000000000002,127.087,-1.3320209691020544,-0.25318389455146284,5
Glass Animals,1.0,0.708,0.496,-8.175,0.0496,0.0816,0.102,0.41200000000000003,128.914,-0.8800419268523157,-0.3679060241502,5
Rod Wave,116.0,0.6759999999999999,0.532,-10.65,0.14800000000000002,0.253,0.10400000000000001,0.397,117.994,-1.4154975036621213,0.4011706943670555,1
Stormzy,6.0,0.8170000000000001,0.7809999999999999,-4.178,0.11199999999999999,0.00838,0.12300000000000001,0.359,104.0,0.6112015456239478,-1.5070751336652297,2
Idina Menzel,122.0,0.32199999999999995,0.41700000000000004,-7.802999999999999,0.035750000000000004,0.7865000000000001,0.0993,0.22399999999999998,134.26149999999998,-2.2213264966063693,1.1361005953523842,1
Jonathan Groff,8.0,0.366,0.478,-6.972,0.0277,0.695,0.124,0.293,149.30700000000002,-1.5426845762453216,0.8930898915573844,1
Stunna 4 Vegas,59.0,0.893,0.6679999999999999,-7.01,0.41700000000000004,0.0359,0.16699999999999998,0.789,138.9555,0.7891285854340202,-0.5082942950293987,4
Don Toliver,219.0,0.703,0.655,-6.226,0.0642,0.253,0.129,0.414,140.047,-0.23207032336533173,-0.4660229001114955,5
Kristen Bell,5.0,0.5660000000000001,0.5429999999999999,-4.485,0.0314,0.613,0.106,0.299,89.93700000000001,-1.0904932750869367,-0.060584679567173234,5
Josh Gad,2.0,0.73,0.326,-7.001,0.26,0.705,0.10300000000000001,0.434,116.89299999999999,-1.7381315125194365,0.677702400016528,1
Conan Gray,134.0,0.628,0.639,-5.46,0.0435,0.0178,0.17,0.493,108.045,0.5247214184218656,-0.48540600696610364,4
TOKYO’S REVENGE,119.0,0.907,0.539,-7.782,0.36,0.0408,0.253,0.664,124.91799999999999,1.145471994039152,0.6372400970059345,4
Joni Mitchell,1.0,0.405,0.152,-13.901,0.0395,0.9790000000000001,0.10400000000000001,0.38299999999999995,61.34,-3.939040869274391,3.024955738388206,3
JACKBOYS,176.0,0.643,0.594,-5.191,0.225,0.071,0.163,0.309,123.34200000000001,0.4160633656074729,-0.4171389634392556,5
Olivia Rodrigo,87.0,0.376,0.43,-6.585,0.0328,0.0902,0.0912,0.129,77.59899999999999,-1.2063357640640064,-0.22407441433237876,5
DJ Diddy,1.0,0.8440000000000001,0.573,-4.046,0.0623,0.07400000000000001,0.10400000000000001,0.435,120.04,0.018477837428205877,-1.369492885272695,2
Likybo,6.0,0.6890000000000001,0.701,-9.477,0.237,0.314,0.12300000000000001,0.37,94.98200000000001,-0.8108358615577185,0.24381932690617034,5
Rush,1.0,0.536,0.9009999999999999,-7.211,0.0374,0.00145,0.06,0.6659999999999999,87.559,-0.3257476979407495,-1.4831187693680075,2
Matthew Wilder,15.0,0.917,0.588,-11.047,0.0607,0.195,0.0914,0.828,110.07700000000001,-1.2110412944830773,-0.12013180440808278,5
Surfaces,86.0,0.878,0.525,-6.832000000000001,0.0578,0.183,0.0714,0.6940000000000001,112.022,-0.8850759064889112,-0.9674817793437547,5
K CAMP,45.0,0.915,0.556,-8.601,0.21600000000000003,0.0145,0.0733,0.67,148.964,-0.6921947438287328,-0.9787203048945355,5
Hayley Williams,2.0,0.79,0.599,-7.417000000000001,0.0431,0.218,0.11800000000000001,0.36200000000000004,109.978,-0.6321206976690129,-0.34256528990179574,5
Jack Harlow,81.0,0.911,0.6475,-7.1125,0.14735,0.0985,0.20350000000000001,0.8454999999999999,126.50650000000002,0.836821604641868,-0.08974805866496142,4
Porter Robinson,1.0,0.542,0.684,-5.843999999999999,0.0508,0.0997,0.125,0.442,95.00399999999999,-0.07825797516977262,-0.6499896222532252,5
The Kid LAROI,12.0,0.7934999999999999,0.5965,-7.62,0.0948,0.01139,0.1018,0.42700000000000005,139.95850000000002,-0.4221894054251809,-0.8212826761451217,5
Pop Smoke,109.0,0.6409999999999999,0.7440000000000001,-5.402,0.244,0.142,0.196,0.612,142.054,1.0361044106320247,-0.2667988122807722,4
Powfu,60.0,0.726,0.431,-8.765,0.135,0.731,0.696,0.348,144.026,3.759381034865669,6.242309681655931,0
Brent Faiyaz,51.0,0.764,0.396,-8.566,0.159,0.22699999999999998,0.12,0.475,92.006,-1.1009820962174144,0.25621989292230446,1
Ashe,53.0,0.5720000000000001,0.406,-8.624,0.0427,0.5870000000000001,0.102,0.265,119.81200000000001,-1.9663486595853386,0.8051760845791277,1
Ozzy Osbourne,2.0,0.47200000000000003,0.996,-0.578,0.16,0.00687,0.392,0.114,117.00399999999999,3.982970237591955,0.29220679783070586,7
SAINt JHN,49.0,0.784,0.721,-5.457000000000001,0.0506,0.0149,0.285,0.895,121.96600000000001,2.039396709651234,0.19444460370935665,4
G Herbo,45.0,0.883,0.8079999999999999,-3.158,0.183,0.0317,0.207,0.805,119.012,1.8794544974199379,-1.0946330362984193,4
Delacey,14.0,0.677,0.878,-3.497,0.213,0.0883,0.154,0.22699999999999998,90.04799999999999,1.0111296868799604,-1.1774849821571591,2
BENEE,42.0,0.863,0.631,-4.689,0.0534,0.305,0.12300000000000001,0.8170000000000001,128.977,0.04785507005887365,-0.9045295252827079,2
Dixie Chicks,2.0,0.6809999999999999,0.728,-7.317,0.0513,0.00624,0.055,0.693,131.017,-0.5582295046305554,-1.4474992095761414,2
Jay Electronica,3.0,0.483,0.6815,-9.4225,0.41800000000000004,0.01645,0.373,0.6995,127.7295,2.205795940606925,2.180593072796574,7
DripReport,27.0,0.903,0.327,-9.727,0.0877,0.26,0.10800000000000001,0.27399999999999997,100.008,-1.6326472015203053,0.40485881356076614,1
Kenny Rogers,2.0,0.6709999999999999,0.501,-13.119000000000002,0.0594,0.342,0.19399999999999998,0.86,87.04,-1.054434513120795,1.815811254673314,1
Dolly Parton,1.0,0.618,0.41200000000000003,-12.075,0.0368,0.675,0.0886,0.74,203.933,-2.4192384343750746,1.2056417672846425,1
Murda Beatz,3.0,0.743,0.55,-6.521,0.436,0.42,0.162,0.564,141.864,-0.07304693121678617,0.30813630488201704,5
Surf Mesa,11.0,0.674,0.774,-7.567,0.0892,0.0686,0.39299999999999996,0.33,112.05,2.4869598214304243,1.8126141201378956,7
Bill Withers,7.0,0.619,0.41100000000000003,-11.444,0.0667,0.493,0.109,0.5,78.414,-2.15408242582382,1.225839471653773,1
Turbo,1.0,0.787,0.518,-8.084,0.268,0.541,0.132,0.327,91.344,-1.1137939019137109,0.6153398356759172,1
Grouplove,6.0,0.56,0.9359999999999999,-5.835,0.0439,0.00847,0.161,0.371,112.96,0.8584696116427766,-0.8681512554889338,2
John Prine,3.0,0.585,0.27699999999999997,-14.231,0.0318,0.67,0.114,0.48100000000000004,140.666,-2.990849405432949,2.2076864961502936,3
Leon Bridges,2.0,0.693,0.259,-7.917999999999999,0.0372,0.44799999999999995,0.0995,0.361,88.97200000000001,-1.9111670267715588,0.5624309560341496,1
The Strokes,11.0,0.579,0.7140000000000001,-4.455,0.0364,0.0136,0.111,0.358,119.89399999999999,0.20245484211868192,-1.2764092952377901,2
Bankrol Hayden,2.0,0.888,0.516,-10.228,0.41,0.14800000000000002,0.106,0.606,127.803,-0.8532974678380661,-0.0004899359087719071,5
