artist,days,median danceability,median energy,median loudness,median speechiness,median acousticness,median liveness,median valence,median tempo,pc1,pc2,cluster
Stevie Nicks,1.0,0.631,0.597,-7.382000000000001,0.026000000000000002,0.379,0.146,0.665,107.26,-0.5460598760286947,0.24896147304376076,5
Lin-Manuel Miranda,1.0,0.47100000000000003,0.7909999999999999,-3.373,0.23800000000000002,0.0198,0.23199999999999998,0.507,188.36,1.930495499878152,-0.4773431210220368,4
Maren Morris,180.0,0.552,0.5694999999999999,-7.252000000000001,0.03705,0.21899999999999997,0.10064999999999999,0.312,89.88499999999999,-0.9830668858225219,-0.229527601414237,5
Baka Not Nice,4.0,0.943,0.495,-5.9639999999999995,0.18,0.0575,0.0952,0.573,129.971,-0.30716994233906236,-1.1075711282703682,2
Red Hot Chili Peppers,1.0,0.5589999999999999,0.345,-13.495999999999999,0.0459,0.0576,0.141,0.45799999999999996,84.581,-1.7279423868724273,1.370519474813613,1
Kris Wu,6.0,0.677,0.6970000000000001,-5.63,0.0321,0.0198,0.14400000000000002,0.61,134.0,0.4535023712795884,-0.8797338110032961,2
Morgan Wallen,441.0,0.6014999999999999,0.781,-4.894,0.03195,0.242,0.1125,0.5980000000000001,119.965,0.04817009410777171,-0.9883273439312649,2
Lost Kings,2.0,0.607,0.9319999999999999,-4.509,0.1987,0.0432,0.1205,0.534,119.231,0.8223677660624296,-1.4808559506771402,2
Daya,69.0,0.7344999999999999,0.6975,-4.713,0.0479,0.0732,0.37349999999999994,0.35050000000000003,115.0275,2.6303065669599413,1.143129070103073,7
Alesso,46.0,0.6675,0.734,-5.988,0.0456,0.1609,0.10165,0.5165,114.9925,-0.20982201584849225,-0.9729076439235754,5
YBN Nahmir,583.0,0.7990000000000002,0.683,-7.2875,0.1945,0.017795,0.149,0.5175000000000001,143.51350000000002,0.3411954453143002,-0.5807738001878572,2
Ozuna,313.0,0.7415,0.7855000000000001,-4.2735,0.06525,0.2315,0.14100000000000001,0.6815,103.96100000000001,0.5319836880061881,-0.9842326714545159,2
Lil Xan,375.0,0.759,0.5740000000000001,-8.533,0.17400000000000002,0.25335,0.1805,0.408,129.07850000000002,-0.18694660124753318,0.5448516095749136,5
Young Dolph,5.0,0.907,0.6505,-5.96,0.312,0.0076749999999999995,0.12350000000000001,0.41300000000000003,143.53750000000002,0.34347610261361994,-1.088510358870064,2
Chris Young,63.0,0.584,0.621,-5.702999999999999,0.0443,0.0715,0.389,0.634,92.00299999999999,2.4951159047641487,1.6984898389396275,7
Famous Dex,730.0,0.733,0.6779999999999999,-7.771,0.27,0.121,0.33399999999999996,0.841,135.995,2.026014987062314,1.3849590091534851,7
Majid Jordan,2.0,0.752,0.45399999999999996,-7.167000000000001,0.046,0.1575,0.09190000000000001,0.521,91.2435,-0.999633333963971,-0.47594179007491955,5
Ray Parker Jr.,10.0,0.779,0.7170000000000001,-9.7,0.0335,0.0125,0.355,0.789,115.384,1.9523016963424955,1.6666955526465108,7
"Bob""Boris"" Pickett",10.0,0.541,0.504,-14.190999999999999,0.457,0.375,0.42100000000000004,0.7070000000000001,68.482,1.0168488242892575,4.381161052780767,6
Offset,1091.0,0.8815,0.527,-8.0685,0.181,0.2425,0.1135,0.33849999999999997,129.039,-0.7987314633432762,-0.19771492328716217,5
Rockwell,4.0,0.767,0.7120000000000001,-4.128,0.0324,0.0409,0.132,0.804,124.09100000000001,0.6791789295748105,-1.366977983164654,2
Blue Öyster Cult,4.0,0.33299999999999996,0.927,-8.55,0.0733,0.0029,0.297,0.382,141.47,1.693822617267513,1.055522026966112,4
The Citizens of Halloween,5.0,0.569,0.508,-12.823,0.0502,0.768,0.145,0.647,167.62400000000002,-2.066938655732083,1.9836510573531936,1
DJ Jazzy Jeff & The Fresh Prince,3.0,0.74,0.8190000000000001,-5.77,0.21100000000000002,0.032,0.556,0.7040000000000001,170.345,4.833593206047163,2.6349139439172604,0
Warren Zevon,3.0,0.75,0.62,-8.72,0.0257,0.0932,0.0612,0.93,103.538,-0.9820304088553442,-0.9040104089525446,5
Dead Or Alive,1.0,0.5670000000000001,0.943,-7.992000000000001,0.0387,0.0308,0.544,0.965,128.207,4.438738911600305,2.9010124550453877,0
Kyle Dixon & Michael Stein,2.0,0.35200000000000004,0.551,-16.545,0.0362,0.779,0.16699999999999998,0.10300000000000001,168.02200000000002,-2.717239991968335,3.142061936009673,3
The Rolling Stones,3.0,0.7020000000000001,0.6679999999999999,-9.237,0.214,0.518,0.0588,0.561,116.06299999999999,-1.633266582473339,-0.10164840815435229,1
Mariah Carey,224.0,0.34850000000000003,0.565,-7.453,0.0329,0.2655,0.111,0.29500000000000004,162.17149999999998,-0.9624288105097002,0.06387243998893406,5
N.E.R.D,152.0,0.805,0.71,-6.556,0.237,0.0008810000000000001,0.11800000000000001,0.201,189.99200000000002,0.21300441145911944,-1.0728488507594165,2
Bad Bunny,1443.0,0.762,0.6459999999999999,-5.468999999999999,0.0789,0.158,0.107,0.514,128.028,-0.14828102797980824,-0.9972279273903,2
Joji,688.0,0.618,0.52,-8.354,0.0383,0.618,0.115,0.29,99.28399999999999,-1.6431650310892856,0.7360299601301105,1
Kelsea Ballerini,18.0,0.5225,0.61,-5.8815,0.058800000000000005,0.3225,0.09905,0.466,146.94150000000002,-0.6889298927463622,-0.4839112214150812,5
YoungBoy Never Broke Again,783.0,0.715,0.6705,-5.295,0.3005,0.1575,0.1405,0.576,154.948,0.4382434357115087,-0.728701536060746,2
T-Pain,2.0,0.538,0.548,-6.8865,0.15,0.0184,0.0685,0.3515,85.0155,-0.9143650190240284,-0.8388881512224738,5
6ix9ine,1239.0,0.731,0.775,-4.833,0.21,0.0775,0.136,0.523,130.003,0.6581400850856876,-1.12033608127821,2
Big Shaq,49.0,0.905,0.884,-4.0760000000000005,0.23600000000000002,0.111,0.107,0.588,135.048,0.7753139830904874,-1.809520613855379,2
Becky G,83.0,0.7909999999999999,0.745,-4.336,0.0464,0.267,0.11599999999999999,0.82,96.993,0.21129757897058388,-1.149857201880387,2
Daddy Yankee,273.0,0.737,0.84,-3.035,0.0468,0.174,0.12,0.708,94.98100000000001,0.6933742795376618,-1.570413917797705,2
Natti Natasha,55.0,0.8140000000000001,0.813,-3.023,0.0561,0.03,0.255,0.8390000000000001,79.997,2.213987052398784,-0.6033864315496801,4
Brenda Lee,133.0,0.589,0.47200000000000003,-8.749,0.0502,0.614,0.505,0.898,67.196,2.150571590258751,4.379111160819623,6
Lil Peep,326.0,0.5455000000000001,0.65,-6.482,0.04165,0.04095,0.11549999999999999,0.23450000000000001,120.0285,-0.2985835872541937,-0.6601047613044199,5
Alan Walker,72.0,0.509,0.6779999999999999,-4.928999999999999,0.057999999999999996,0.131,0.301,0.297,169.988,1.7648599143706636,0.7819231141734875,4
Jaden,89.0,0.7705,0.7975,-5.8645,0.2415,0.2365,0.46149999999999997,0.238,143.9785,3.379233059892,2.251815036215797,7
Andy Williams,133.0,0.43200000000000005,0.7595000000000001,-8.181999999999999,0.07985,0.6425000000000001,0.0927,0.603,111.09,-1.334089810352606,0.2890946696322069,1
Wham!,130.0,0.735,0.478,-12.472000000000001,0.0293,0.18899999999999997,0.355,0.9470000000000001,107.682,0.8507711623040247,2.838849016041717,6
Anita Kerr Singers,27.0,0.645,0.633,-8.869,0.0494,0.131,0.0945,0.875,72.26,-0.8192768186941175,-0.3750706745205702,5
Russell Dickerson,146.0,0.505,0.8095,-5.442,0.03715,0.06865,0.13005,0.6435,147.0985,0.452167020754153,-0.9976010395463684,2
Burl Ives,152.0,0.6765,0.325,-12.9055,0.0344,0.625,0.13749999999999998,0.847,146.558,-2.200643147905835,1.8671997366374704,1
Frank Sinatra,189.0,0.5595,0.20600000000000002,-13.8705,0.0451,0.8535,0.12785,0.588,126.2675,-3.1697855811228344,2.683558776841526,3
Nat King Cole,171.0,0.40900000000000003,0.28400000000000003,-12.854499999999998,0.035500000000000004,0.8140000000000001,0.16849999999999998,0.4355,95.8885,-2.5983231140928007,2.895326167817484,3
Vince Guaraldi Trio,59.0,0.496,0.191,-15.937999999999999,0.0382,0.9079999999999999,0.126,0.342,81.77199999999999,-3.833080467506352,3.335457332426094,3
Bing Crosby,324.0,0.5,0.22399999999999998,-13.603,0.0381,0.828,0.195,0.527,112.777,-2.488619585225206,3.261915287096702,3
Perry Como,94.0,0.5770000000000001,0.24600000000000002,-12.25,0.0599,0.9440000000000001,0.126,0.691,95.685,-2.9727549987467246,2.4555973264080055,3
Mykola Dmytrovych Leontovych,90.0,0.418,0.106,-22.506999999999998,0.0448,0.9940000000000001,0.179,0.8,46.718,-4.565896216453347,5.356451271368805,3
Band Aid,102.0,0.599,0.642,-6.936,0.0363,0.16399999999999998,0.0992,0.349,115.412,-0.6599038733898556,-0.5833357556278211,5
José Feliciano,99.0,0.512,0.831,-9.004,0.0383,0.552,0.336,0.963,148.82,1.3456544316186416,2.2023732828097335,6
Elvis Presley,106.0,0.465,0.235,-16.982,0.0425,0.968,0.109,0.58,94.51899999999999,-4.062998828781272,3.372556619350386,3
Michael Bublé,277.0,0.517,0.465,-7.587999999999999,0.0321,0.602,0.10099999999999999,0.414,122.331,-1.686622331486605,0.5532250669424214,1
Eartha Kitt,91.0,0.7,0.138,-12.347000000000001,0.0612,0.902,0.185,0.49,84.48700000000001,-2.606395964919877,3.0452186417196048,3
Anitta,15.0,0.775,0.679,-4.985,0.135,0.18,0.068,0.619,166.00799999999998,-0.26867970777912376,-1.5349795712991086,2
Paul McCartney,97.0,0.774,0.511,-8.914,0.0319,0.322,0.0672,0.7709999999999999,94.736,-1.5424322980596987,-0.27218844302405837,1
John Lennon,95.0,0.32799999999999996,0.607,-11.075999999999999,0.0315,0.319,0.765,0.395,146.539,4.742205802801936,6.736808761060367,0
Dean Martin,167.0,0.461,0.2205,-15.391000000000002,0.03415,0.906,0.13019999999999998,0.6525,132.401,-3.453159460171617,3.120361585736621,3
Pentatonix,104.0,0.4545,0.37449999999999994,-8.2345,0.033299999999999996,0.2165,0.21539999999999998,0.42400000000000004,107.9915,-0.35524713935373303,1.32187756155314,1
The Beach Boys,46.0,0.602,0.5529999999999999,-9.336,0.0328,0.10800000000000001,0.0512,0.971,130.594,-1.3148592278493423,-0.6675605558623114,5
Judy Garland,66.0,0.156,0.184,-14.82,0.0393,0.97,0.26,0.107,180.887,-2.532816112996785,4.659146200912185,3
Jay Critch,2.0,0.726,0.225,-19.72,0.0588,0.00351,0.0655,0.17,142.988,-3.547558927897807,1.770605782831588,3
Carpenters,34.0,0.33899999999999997,0.205,-15.662,0.0353,0.871,0.10099999999999999,0.166,85.17399999999999,-4.083637192039875,3.150014134865374,3
Gene Autry,54.0,0.7330000000000001,0.2655,-13.023,0.042499999999999996,0.841,0.2485,0.81,119.369,-1.597984447874567,3.320483274337869,3
Jeezy,1.0,0.64,0.8490000000000001,-5.684,0.154,0.0587,0.303,0.6409999999999999,76.983,2.1721244142505296,0.5493108144588902,4
BROCKHAMPTON,180.0,0.643,0.64,-6.728,0.187,0.255,0.18899999999999997,0.47,124.045,0.28215455388412225,0.2910722154968197,4
Huncho Jack,264.0,0.7709999999999999,0.6859999999999999,-4.043,0.0545,0.011000000000000001,0.156,0.225,140.005,0.7252274575354958,-1.0858577978522281,2
Nat King Cole Trio,8.0,0.752,0.0869,-16.759,0.071,0.9670000000000001,0.0869,0.502,130.566,-4.3406032404692105,3.048358187868816,3
*NSYNC,34.0,0.642,0.9390000000000001,-3.967,0.0463,0.10300000000000001,0.8809999999999999,0.7559999999999999,105.00299999999999,8.134602730548378,5.327761719707004,0
Kay Starr,8.0,0.672,0.355,-7.645,0.06,0.493,0.156,0.79,141.487,-0.9448754409413238,0.8171277379823956,1
Lou Monte,6.0,0.807,0.473,-11.383,0.047,0.68,0.179,0.963,113.23700000000001,-1.3112097080857297,1.7349411127441163,1
Chris Rea,6.0,0.49700000000000005,0.6609999999999999,-9.047,0.0361,0.32799999999999996,0.21100000000000002,0.894,180.225,0.1631838384064482,0.9535801178074871,4
The Pogues,12.0,0.319,0.6509999999999999,-6.335,0.0342,0.501,0.24100000000000002,0.474,118.501,0.27980817036046113,1.3339389107830513,4
Britney Spears,15.0,0.7205,0.7855,-5.65,0.07015,0.12645,0.219,0.802,145.06,1.319403758791633,-0.24336962536361592,4
Tony Bennett,19.0,0.4485,0.2321,-14.2445,0.04955,0.891,0.09395,0.357,173.848,-3.619643598057093,2.542943888419703,3
John Denver,4.0,0.6779999999999999,0.353,-15.636,0.0716,0.8140000000000001,0.0904,0.777,84.545,-3.422004439232304,2.3217231430765026,3
Peggy Lee,4.0,0.158,0.172,-17.089000000000002,0.035,0.782,0.14,0.19699999999999998,81.421,-3.942822231155687,3.849494813055591,3
The Ronettes,62.0,0.46299999999999997,0.8255,-7.2985,0.04365,0.3155,0.362,0.708,81.9735,1.96423556230466,1.948381606232192,7
The Platters,4.0,0.34299999999999997,0.33899999999999997,-9.282,0.0283,0.867,0.109,0.40399999999999997,103.50399999999999,-2.5974872099029023,1.735016166556152,3
Darlene Love,23.0,0.34299999999999997,0.76,-7.146,0.0513,0.392,0.0773,0.35600000000000004,126.322,-1.0886153812412143,-0.33850837406949297,5
Glee Cast,2.0,0.5715,0.5045,-7.7575,0.028999999999999998,0.399,0.1275,0.6915,131.4275,-0.9518523253311649,0.3331860612339528,1
George Ezra,7.0,0.629,0.5275,-8.7605,0.0373,0.4615,0.185,0.5955,115.77449999999999,-0.6451510406479138,1.099846893262215,1
Christina Aguilera,11.0,0.4825,0.63,-5.552,0.0686,0.29,0.11985,0.245,125.5415,-0.4896099888389722,-0.32465510377896295,5
Elton John,19.0,0.46799999999999997,0.574,-11.097000000000001,0.0363,0.382,0.305,0.32299999999999995,140.308,0.1885860571428136,2.603102748912378,6
Zac Efron,136.0,0.684,0.619,-7.005,0.0386,0.0716,0.122,0.284,125.046,-0.3366250726646279,-0.5534709895116882,5
Hugh Jackman,188.0,0.577,0.7825,-8.930499999999999,0.11649999999999999,0.00458,0.182,0.27249999999999996,136.012,0.3368758497044726,0.11033019605582442,4
Keala Settle,137.0,0.284,0.7040000000000001,-7.276,0.18600000000000003,0.00583,0.0424,0.1,191.702,-0.9342261740990908,-1.1212012008785859,5
Walker Hayes,27.0,0.847,0.6990000000000001,-8.286,0.0733,0.525,0.267,0.8740000000000001,120.00200000000001,0.6740878191722846,1.3497701517773781,4
Loren Allred,58.0,0.27699999999999997,0.39399999999999996,-8.902999999999999,0.0336,0.423,0.0952,0.22699999999999998,86.777,-2.0652064780591055,0.8830037324389368,1
Trouble,13.0,0.8089999999999999,0.45999999999999996,-5.9465,0.354,0.1335,0.21500000000000002,0.49299999999999994,114.48549999999999,0.6727376429724633,0.34287045043972475,4
Farruko,1.0,0.743,0.6709999999999999,-5.2410000000000005,0.122,0.0512,0.11599999999999999,0.499,163.22899999999998,0.24390517388321623,-1.186119614494514,2
Ziv Zaifman,57.0,0.265,0.312,-11.689,0.0569,0.243,0.0893,0.0998,54.747,-2.5639432920456025,1.2826599182759366,1
Lil Skies,1883.0,0.712,0.6695,-6.365500000000001,0.10500000000000001,0.10250000000000001,0.127,0.5135000000000001,140.0525,0.03524630894455741,-0.7340505068899001,5
Dexys Midnight Runners,1.0,0.45,0.6559999999999999,-7.0489999999999995,0.0472,0.664,0.259,0.782,106.61,0.2833180617993721,1.7210589724522665,6
Redbone,1.0,0.731,0.804,-7.621,0.0473,0.172,0.0685,0.9570000000000001,107.383,-0.48867870300626,-1.1816453477923983,5
Matt Terry,26.0,0.8759999999999999,0.649,-4.369,0.0691,0.223,0.332,0.742,95.03399999999999,2.1854722015486567,0.8352985140411708,7
Chris Lane,84.0,0.5429999999999999,0.8029999999999999,-4.852,0.0658,0.496,0.10735,0.678,151.9995,-0.23038416415289953,-0.6806883537977302,5
Michelle Williams,24.0,0.35100000000000003,0.331,-10.315999999999999,0.0382,0.3,0.0919,0.191,161.564,-2.1221862774848006,0.8488712484247773,1
BØRNS,1.0,0.623,0.55,-7.593999999999999,0.0527,0.74,0.13,0.396,130.97299999999998,-1.3862757957385856,0.8061356719275663,1
Soleima,1.0,0.6859999999999999,0.622,-5.644,0.162,0.0801,0.133,0.546,84.99799999999999,0.10207885019973112,-0.6708477615840752,5
Austyn Johnson,3.0,0.253,0.139,-17.067,0.0414,0.726,0.26899999999999996,0.102,74.369,-2.686838218332572,4.9209565708709375,3
Devin Dawson,86.0,0.5325,0.4315,-9.3475,0.04045,0.47100000000000003,0.1511,0.396,80.98599999999999,-1.4310392697701113,1.2378464658231363,1
Troye Sivan,75.0,0.6525,0.65,-7.343,0.0492,0.0529,0.106,0.493,107.535,-0.4132695196364836,-0.6926574540312986,5
Jay Rock,312.0,0.729,0.6265000000000001,-4.8260000000000005,0.19395,0.025349999999999998,0.1695,0.4915,131.56349999999998,0.7652602392917008,-0.6784042504697633,2
Carrie Underwood,3.0,0.5185,0.8085,-3.3305,0.1131,0.043635,0.11699999999999999,0.36,115.50450000000001,0.588222618983192,-1.4498674416973574,2
The Cranberries,7.0,0.439,0.635,-13.091,0.0339,0.0154,0.366,0.304,128.661,1.039317666517823,2.9186917764755607,6
Bazzi,1420.0,0.677,0.67,-5.81,0.0466,0.309,0.142,0.42700000000000005,100.027,-0.175290493730616,-0.28343234936912104,5
H.E.R.,563.0,0.65,0.42,-9.68,0.19075,0.43785,0.158,0.3045,86.118,-1.2777652206732795,1.2591667197845877,1
Glades,28.0,0.752,0.679,-6.4639999999999995,0.0304,0.063,0.0727,0.669,106.99,-0.4524532972850427,-1.316233237071289,2
Carnage,16.0,0.669,0.587,-5.74,0.118,0.1535,0.244,0.255,141.9405,0.9285224631569333,0.500361282153493,4
Rudimental,108.0,0.653,0.809,-4.0569999999999995,0.0474,0.19399999999999998,0.165,0.55,92.213,0.7722945258680453,-0.7796968017089752,2
Dan + Shay,1493.0,0.602,0.6014999999999999,-5.1875,0.03055,0.21650000000000003,0.135,0.46199999999999997,115.452,-0.1355401773112744,-0.47276142612797417,5
Carlie Hanson,1.0,0.774,0.485,-5.8870000000000005,0.0864,0.257,0.0862,0.696,123.008,-0.7719482279159494,-0.7529336674555662,5
CHVRCHES,2.0,0.518,0.6785,-6.212000000000001,0.03155,0.05854499999999999,0.16499999999999998,0.14100000000000001,147.986,0.23886224513492324,-0.2760305390472261,5
Keys N Krates,1.0,0.502,0.648,-5.6979999999999995,0.0527,0.00513,0.204,0.29100000000000004,91.837,0.6914067521733472,0.015888453668797563,4
Red Velvet,1.0,0.7140000000000001,0.736,-3.801,0.0457,0.191,0.0553,0.8140000000000001,149.985,-0.13995285287576764,-1.9153671089634057,2
Sofi Tukker,1.0,0.713,0.6609999999999999,-6.063,0.0478,0.00853,0.19,0.244,102.04299999999999,0.5981983692242743,-0.2570957408690291,4
ScHoolboy Q,283.0,0.8320000000000001,0.545,-6.0760000000000005,0.259,0.0844,0.11800000000000001,0.38299999999999995,132.019,-0.12364877813558951,-0.7600130863394243,5
BlocBoy JB,523.0,0.918,0.6809999999999999,-6.481,0.28600000000000003,0.09502,0.11549999999999999,0.7004999999999999,140.056,0.21305872483576982,-1.0357182622192758,2
SOB X RBE,91.0,0.856,0.652,-5.324,0.14300000000000002,0.177,0.193,0.47100000000000003,97.01700000000001,0.6958386103391947,-0.24201249934539398,4
Jorja Smith,26.0,0.679,0.6599999999999999,-6.2265,0.1885,0.2275,0.148,0.47750000000000004,123.42099999999999,0.06232891849217354,-0.2820462466831415,5
Ab-Soul,21.0,0.507,0.606,-8.758,0.452,0.185,0.174,0.20199999999999999,180.607,-0.05718879560442868,0.6221524307094317,5
Zacari,34.0,0.6635,0.607,-10.41,0.116,0.4005,0.1048,0.4325,123.113,-1.4441163586685943,0.47466208107796265,1
Mozzy,14.0,0.629,0.5539999999999999,-6.7589999999999995,0.326,0.28,0.158,0.308,126.694,-0.1913376861319502,0.24717182727886264,5
Whethan,1.0,0.708,0.552,-5.5520000000000005,0.21,0.0922,0.0541,0.6859999999999999,147.834,-0.5833564685516812,-1.4148177447932997,2
Nipsey Hussle,174.0,0.597,0.746,-5.152,0.253,0.0427,0.226,0.24600000000000002,96.024,1.270294665806752,-0.019075211025558533,4
Muse,1.0,0.48,0.76,-3.6630000000000003,0.0402,0.00107,0.0809,0.37799999999999995,139.985,0.1460321903734213,-1.7288618117748933,2
YG,590.0,0.841,0.515,-7.709,0.285,0.0262,0.125,0.405,101.008,-0.31640223798381606,-0.3958803978201862,5
5 Seconds of Summer,874.0,0.643,0.767,-4.173,0.0455,0.0318,0.105,0.597,133.929,0.4138667491549941,-1.5573016656345438,2
Janelle Monáe,6.0,0.8905000000000001,0.44899999999999995,-7.329,0.139,0.1039,0.46749999999999997,0.546,117.5955,2.8222052786946663,2.737778722233178,7
Good Gas,2.0,0.9490000000000001,0.508,-5.939,0.19699999999999998,0.0872,0.0851,0.325,121.965,-0.5200170523314351,-1.1195647143954872,5
Joyner Lucas,127.0,0.8079999999999999,0.664,-5.837999999999999,0.17800000000000002,0.23399999999999999,0.11900000000000001,0.48100000000000004,126.096,-0.1028141016233755,-0.739987336548118,5
Meghan Trainor,3.0,0.79,0.6094999999999999,-5.0625,0.19235,0.01675,0.08385000000000001,0.531,153.5265,-0.03806129174865018,-1.497063504721648,2
Jordan Davis,98.0,0.507,0.8720000000000001,-4.044,0.0408,0.17504999999999998,0.207,0.577,140.97449999999998,1.347323821798481,-0.4673975095962793,4
Sean Paul,53.0,0.7929999999999999,0.8240000000000001,-3.4760000000000004,0.177,0.006,0.16899999999999998,0.611,98.01899999999999,1.372520261700115,-1.2935374046741221,2
Sofia Reyes,33.0,0.778,0.8235,-3.4125,0.065,0.1725,0.0601,0.746,97.517,0.07664266016847542,-2.0666764336518457,2
TOTO,191.0,0.6709999999999999,0.373,-18.064,0.0323,0.257,0.0481,0.732,92.71700000000001,-3.4313499863194683,1.4912381675219315,3
HRVY,14.0,0.755,0.536,-5.605,0.12,0.114,0.0282,0.882,138.969,-0.8732167699914086,-1.6673406351751607,2
King Princess,117.0,0.6,0.535,-7.042999999999999,0.107,0.648,0.162,0.26899999999999996,71.91199999999999,-1.0121502087244096,1.0144793581007754,1
Dennis Lloyd,191.0,0.5105,0.6705,-6.5945,0.2995,0.08625000000000001,0.2615,0.40615,89.2885,1.226830742922346,0.8231161624508807,4
Lil Dicky,232.0,0.7245,0.6315,-4.8454999999999995,0.13699999999999998,0.393,0.10095,0.7155,114.532,-0.38303316900858747,-0.7541089539741407,5
Ben Platt,2.0,0.349,0.307,-7.197,0.0402,0.8009999999999999,0.0968,0.447,80.964,-2.3509678823463798,1.1955092117192216,1
Diplo,326.0,0.618,0.7859999999999999,-5.396,0.0717,0.114,0.205,0.486,98.04700000000001,0.9955480856009986,-0.21391966638528329,4
Belly,13.0,0.7685,0.7275,-5.0794999999999995,0.263,0.22549999999999998,0.14975,0.36,115.50900000000001,0.41325582462427685,-0.6190398174188134,2
Reik,12.0,0.777,0.782,-4.435,0.0907,0.0505,0.64,0.773,94.023,5.604187129825397,3.2721651114076726,0
at Wendys,1.0,0.778,0.642,-6.348,0.131,0.114,0.12300000000000001,0.36700000000000005,151.111,-0.06387806473316059,-0.7594330561047108,5
Madison Beer,74.0,0.631,0.56,-6.202000000000001,0.0878,0.185,0.0952,0.609,75.363,-0.6725923793344951,-0.6150638413681722,5
Hayley Kiyoko,1.0,0.633,0.7929999999999999,-4.126,0.055,0.0537,0.16,0.414,103.97,0.8433428337789318,-0.9797053015737995,2
Chase Rice,74.0,0.606,0.652,-6.982,0.0281,0.32299999999999995,0.201,0.47600000000000003,97.155,0.12337907037253897,0.5793265832036515,4
NOTD,74.0,0.6804999999999999,0.7985,-5.3774999999999995,0.061450000000000005,0.07314999999999999,0.11300000000000002,0.6829999999999999,122.4785,0.3350803152364818,-1.2691328271241122,2
Florence + The Machine,6.0,0.5329999999999999,0.366,-8.388,0.0339,0.528,0.10800000000000001,0.21899999999999997,116.016,-1.9060329285962425,0.830069098143891,1
Louis The Child,67.0,0.6759999999999999,0.6555,-4.258,0.1175,0.14950000000000002,0.201,0.699,124.5175,1.039764073627639,-0.34313735963956926,4
Nio Garcia,303.0,0.903,0.675,-3.445,0.214,0.542,0.0595,0.442,96.507,-0.7055061275854486,-1.2965621768580275,5
Calum Scott,1.0,0.331,0.235,-7.7,0.0299,0.9179999999999999,0.13699999999999998,0.218,171.232,-2.297822284020426,1.8688184031563553,1
Juice WRLD,4679.0,0.6645000000000001,0.666,-5.307,0.0844,0.111,0.1355,0.382,148.0195,0.19763232256216,-0.7855829374609655,2
Billie Eilish,5180.0,0.679,0.35100000000000003,-11.265,0.0972,0.737,0.109,0.23399999999999999,120.02,-2.573291834037652,1.6015148519100404,1
Sugarland,8.0,0.535,0.777,-3.292,0.207,0.0187,0.136,0.664,171.72,1.039854926999662,-1.4162510520200466,2
Anne-Marie,133.0,0.653,0.734,-3.1005000000000003,0.10305,0.0437,0.154,0.6795,124.064,1.0402124995469402,-1.2471526014406624,2
BURNS,1.0,0.7140000000000001,0.8320000000000001,-4.994,0.139,0.34600000000000003,0.326,0.6659999999999999,100.046,2.138117986603127,0.9922302503317769,7
Tim Berg,1.0,0.49,0.8109999999999999,-2.524,0.044000000000000004,0.0896,0.0898,0.547,125.965,0.4355379375504965,-1.8197669343246328,2
Seeb,5.0,0.629,0.745,-2.9360000000000004,0.0649,0.147,0.257,0.496,99.995,1.7817318956015364,-0.1111805718331353,4
Mason Ramsey,18.0,0.534,0.815,-2.815,0.0278,0.708,0.111,0.564,159.84799999999998,-0.20368578584304364,-0.7076686694720484,5
Chantel Jeffries,5.0,0.865,0.529,-7.756,0.23,0.769,0.10400000000000001,0.649,111.98200000000001,-1.4582420501280164,0.46810052514075207,1
Jess Glynne,25.0,0.565,0.195,-11.144,0.0277,0.965,0.13,0.0815,89.961,-3.1600632516979044,2.52048136955065,3
Ella Mai,391.0,0.628,0.613,-5.148,0.09590000000000001,0.2595,0.16299999999999998,0.38649999999999995,80.934,0.0634265523561512,-0.12097717206837316,5
Arctic Monkeys,11.0,0.584,0.767,-4.57,0.0419,0.0626,0.131,0.6729999999999999,130.189,0.5538704536464305,-1.1532044374790902,2
Lil Baby,2540.0,0.8,0.552,-6.591,0.3195,0.0532,0.122,0.356,129.9845,-0.1014089823441097,-0.6361231452847051,5
Pusha T,78.0,0.6475,0.6875,-3.9400000000000004,0.1975,0.0417,0.1935,0.2635,90.339,1.033610430315952,-0.5113244493551211,4
The 1975,32.0,0.5535000000000001,0.7104999999999999,-5.7485,0.03465,0.009985,0.10935,0.477,124.6,0.020078363741267917,-1.053907697117714,2
Mac Miller,492.0,0.682,0.503,-8.771,0.13,0.474,0.113,0.336,119.973,-1.419323330062785,0.5155854414572553,1
Kenny Chesney,25.0,0.632,0.804,-6.109,0.0503,0.10099999999999999,0.17,0.35,92.456,0.5216330242818962,-0.42645935656770484,4
KIDS SEE GHOSTS,144.0,0.657,0.5695,-6.7695,0.05450000000000001,0.202,0.14450000000000002,0.32199999999999995,110.292,-0.3664026461466351,-0.07436680621141618,5
88rising,16.0,0.701,0.6679999999999999,-7.227,0.0878,0.0175,0.131,0.33399999999999996,89.986,-0.12127839103143556,-0.5498657243363952,5
Chelsea Cutler,5.0,0.718,0.253,-9.61,0.0491,0.33399999999999996,0.15,0.45899999999999996,100.066,-1.4736523719762389,1.1158934985948923,1
Vic Mensa,1.0,0.836,0.703,-4.731,0.106,0.031,0.124,0.21100000000000002,144.959,0.3703109474370276,-1.2947077479745959,2
Loud Luxury,179.0,0.752,0.7635000000000001,-4.396,0.038849999999999996,0.0493,0.0568,0.5875,121.975,-0.09996258679550543,-2.00244706802274,2
